"ID";"AardWerkzaamheden";"Gebouwbestemming";"Perioden";"Bouwkosten_1";"Bouwvergunningen_2";"Bouwkosten_3";"Bouwvergunningen_4"
"297";"T001212";"A007237";"2014MM10";"     512";"     605";"   101.5";"    86.5"
"298";"T001212";"A007237";"2014MM11";"     337";"     487";"    66.7";"    69.6"
"299";"T001212";"A007237";"2014MM12";"     535";"     565";"   106.0";"    80.7"
"300";"T001212";"A007237";"2015MM01";"     375";"     510";"    74.2";"    72.8"
"301";"T001212";"A007237";"2015MM02";"     484";"     553";"    95.9";"    79.1"
"302";"T001212";"A007237";"2015MM03";"     459";"     603";"    91.0";"    86.2"
"303";"T001212";"A007237";"2015MM04";"     470";"     598";"    93.1";"    85.4"
"304";"T001212";"A007237";"2015MM05";"     420";"     516";"    83.3";"    73.8"
"305";"T001212";"A007237";"2015MM06";"     362";"     649";"    71.7";"    92.7"
"306";"T001212";"A007237";"2015MM07";"     451";"     704";"    89.5";"   100.5"
"307";"T001212";"A007237";"2015MM08";"     428";"     514";"    84.8";"    73.5"
"308";"T001212";"A007237";"2015MM09";"     383";"     584";"    75.9";"    83.5"
"309";"T001212";"A007237";"2015MM10";"     390";"     518";"    77.3";"    74.0"
"310";"T001212";"A007237";"2015MM11";"     371";"     485";"    73.5";"    69.2"
"311";"T001212";"A007237";"2015MM12";"     426";"     550";"    84.5";"    78.5"
"312";"T001212";"A007237";"2016MM01";"     265";"     446";"    52.4";"    63.7"
"313";"T001212";"A007237";"2016MM02";"     385";"     550";"    76.2";"    78.5"
"314";"T001212";"A007237";"2016MM03";"     430";"     561";"    85.1";"    80.2"
"315";"T001212";"A007237";"2016MM04";"     568";"     588";"   112.6";"    84.0"
"316";"T001212";"A007237";"2016MM05";"     386";"     583";"    76.6";"    83.3"
"317";"T001212";"A007237";"2016MM06";"     478";"     682";"    94.7";"    97.4"
"318";"T001212";"A007237";"2016MM07";"     394";"     607";"    78.0";"    86.6"
"319";"T001212";"A007237";"2016MM08";"     342";"     524";"    67.7";"    74.9"
"320";"T001212";"A007237";"2016MM09";"     542";"     565";"   107.3";"    80.7"
"321";"T001212";"A007237";"2016MM10";"     346";"     538";"    68.5";"    76.9"
"322";"T001212";"A007237";"2016MM11";"     513";"     576";"   101.7";"    82.3"
"323";"T001212";"A007237";"2016MM12";"     507";"     529";"   100.4";"    75.6"
"324";"T001212";"A007237";"2017MM01";"     312";"     485";"    61.9";"    69.3"
"325";"T001212";"A007237";"2017MM02";"     588";"     623";"   116.5";"    88.9"
"326";"T001212";"A007237";"2017MM03";"     512";"     680";"   101.5";"    97.2"
"327";"T001212";"A007237";"2017MM04";"     355";"     549";"    70.3";"    78.4"
"328";"T001212";"A007237";"2017MM05";"     613";"     673";"   121.5";"    96.1"
"329";"T001212";"A007237";"2017MM06";"     399";"     675";"    79.1";"    96.4"
"330";"T001212";"A007237";"2017MM07";"     614";"     725";"   121.6";"   103.5"
"331";"T001212";"A007237";"2017MM08";"     312";"     504";"    61.9";"    72.0"
"332";"T001212";"A007237";"2017MM09";"     417";"     588";"    82.6";"    83.9"
"333";"T001212";"A007237";"2017MM10";"     571";"     634";"   113.2";"    90.6"
"334";"T001212";"A007237";"2017MM11";"     669";"     599";"   132.5";"    85.6"
"335";"T001212";"A007237";"2017MM12";"     481";"     531";"    95.2";"    75.8"
"336";"T001212";"A007237";"2018MM01";"     399";"     549";"    79.2";"    78.5"
"337";"T001212";"A007237";"2018MM02";"     490";"     654";"    97.2";"    93.4"
"338";"T001212";"A007237";"2018MM03";"     451";"     641";"    89.4";"    91.6"
"339";"T001212";"A007237";"2018MM04";"     658";"     643";"   130.4";"    91.8"
"340";"T001212";"A007237";"2018MM05";"     585";"     653";"   115.9";"    93.2"
"341";"T001212";"A007237";"2018MM06";"     542";"     683";"   107.4";"    97.6"
"342";"T001212";"A007237";"2018MM07";"     609";"     727";"   120.6";"   103.9"
"343";"T001212";"A007237";"2018MM08";"     528";"     554";"   104.7";"    79.1"
"344";"T001212";"A007237";"2018MM09";"     487";"     604";"    96.5";"    86.2"
"345";"T001212";"A007237";"2018MM10";"     607";"     672";"   120.3";"    96.0"
"346";"T001212";"A007237";"2018MM11";"     508";"     623";"   100.6";"    89.0"
"347";"T001212";"A007237";"2018MM12";"     468";"     552";"    92.8";"    78.8"
"348";"T001212";"A007237";"2019MM01";"     476";"     598";"    94.3";"    85.4"
"349";"T001212";"A007237";"2019MM02";"     532";"     593";"   105.5";"    84.8"
"350";"T001212";"A007237";"2019MM03";"     516";"     581";"   102.3";"    83.0"
"351";"T001212";"A007237";"2019MM04";"     588";"     633";"   116.5";"    90.4"
"352";"T001212";"A007237";"2019MM05";"     471";"     684";"    93.3";"    97.7"
"353";"T001212";"A007237";"2019MM06";"     493";"     615";"    97.8";"    87.9"
"354";"T001212";"A007237";"2019MM07";"     708";"     781";"   140.3";"   111.6"
"355";"T001212";"A007237";"2019MM08";"     308";"     432";"    61.0";"    61.7"
"356";"T001212";"A007237";"2019MM09";"     392";"     520";"    77.7";"    74.3"
"357";"T001212";"A007237";"2019MM10";"     532";"     572";"   105.4";"    81.8"
"358";"T001212";"A007237";"2019MM11";"     662";"     521";"   131.2";"    74.4"
"359";"T001212";"A007237";"2019MM12";"     700";"     550";"   138.8";"    78.5"
"360";"T001212";"A007237";"2020MM01";"     371";"     506";"    73.5";"    72.3"
"361";"T001212";"A007237";"2020MM02";"     547";"     544";"   108.5";"    77.6"
"362";"T001212";"A007237";"2020MM03";"     509";"     613";"   100.8";"    87.5"
"363";"T001212";"A007237";"2020MM04";"     736";"     579";"   145.9";"    82.8"
"364";"T001212";"A007237";"2020MM05";"     498";"     523";"    98.7";"    74.7"
"365";"T001212";"A007237";"2020MM06";"     511";"     548";"   101.4";"    78.2"
"366";"T001212";"A007237";"2020MM07";"     786";"     588";"   155.8";"    84.0"
"367";"T001212";"A007237";"2020MM08";"     506";"     427";"   100.3";"    60.9"
"368";"T001212";"A007237";"2020MM09";"     517";"     533";"   102.5";"    76.2"
"369";"T001212";"A007237";"2020MM10";"     604";"     558";"   119.7";"    79.7"
"370";"T001212";"A007237";"2020MM11";"     697";"     565";"   138.2";"    80.6"
"371";"T001212";"A007237";"2020MM12";"     476";"     572";"    94.3";"    81.8"
"372";"T001212";"A007237";"2021MM01";"     526";"     501";"   104.3";"    71.5"
"373";"T001212";"A007237";"2021MM02";"     560";"     546";"   111.0";"    78.0"
"374";"T001212";"A007237";"2021MM03";"     820";"     746";"   162.6";"   106.6"
"375";"T001212";"A007237";"2021MM04";"     541";"     602";"   107.3";"    86.0"
"376";"T001212";"A007237";"2021MM05";"     611";"     596";"   121.0";"    85.1"
"377";"T001212";"A007237";"2021MM06";"     502";"     692";"    99.5";"    98.9"
"378";"T001212";"A007237";"2021MM07";"     897";"     692";"   177.8";"    98.8"
"379";"T001212";"A007237";"2021MM08";"     465";"     515";"    92.1";"    73.5"
"380";"T001212";"A007237";"2021MM09";"     619";"     640";"   122.7";"    91.4"
"381";"T001212";"A007237";"2021MM10";"     566";"     649";"   112.2";"    92.8"
"382";"T001212";"A007237";"2021MM11";"     656";"     610";"   130.0";"    87.1"
"383";"T001212";"A007237";"2021MM12";"     659";"     613";"   130.6";"    87.6"
"384";"T001212";"A007237";"2022MM01";"     515";"     499";"   102.0";"    71.3"
"385";"T001212";"A007237";"2022MM02";"     475";"     565";"    94.1";"    80.7"
"386";"T001212";"A007237";"2022MM03";"     733";"     655";"   145.3";"    93.6"
"387";"T001212";"A007237";"2022MM04";"     470";"     529";"    93.2";"    75.6"
"388";"T001212";"A007237";"2022MM05";"     823";"     560";"   163.0";"    80.0"
"389";"T001212";"A007237";"2022MM06";"     835";"     628";"   165.4";"    89.8"
"390";"T001212";"A007237";"2022MM07";"     742";"     636";"   147.0";"    90.8"
"391";"T001212";"A007237";"2022MM08";"     552";"     445";"   109.5";"    63.6"
"392";"T001212";"A007237";"2022MM09";"     515";"     527";"   102.1";"    75.3"
"393";"T001212";"A007237";"2022MM10";"     743";"     507";"   147.3";"    72.5"
"394";"T001212";"A007237";"2022MM11";"     738";"     461";"   146.3";"    65.8"
"395";"T001212";"A007237";"2022MM12";"     612";"     452";"   121.3";"    64.6"
"396";"A028180";"T001032";"2012MM01";"     622";"     763";"    81.5";"    95.0"
"397";"A028180";"T001032";"2012MM02";"     746";"     837";"    97.9";"   104.3"
"398";"A028180";"T001032";"2012MM03";"     939";"     839";"   123.1";"   104.6"
"399";"A028180";"T001032";"2012MM04";"     684";"     822";"    89.7";"   102.5"
"400";"A028180";"T001032";"2012MM05";"     889";"    1004";"   116.6";"   125.1"
"401";"A028180";"T001032";"2012MM06";"     951";"     968";"   124.7";"   120.6"
"402";"A028180";"T001032";"2012MM07";"     972";"     899";"   127.5";"   112.0"
"403";"A028180";"T001032";"2012MM08";"     544";"     685";"    71.4";"    85.3"
"404";"A028180";"T001032";"2012MM09";"     603";"     688";"    79.1";"    85.8"
"405";"A028180";"T001032";"2012MM10";"     782";"     755";"   102.5";"    94.1"
"406";"A028180";"T001032";"2012MM11";"     704";"     742";"    92.4";"    92.4"
"407";"A028180";"T001032";"2012MM12";"     713";"     628";"    93.6";"    78.3"
"408";"A028180";"T001032";"2013MM01";"     415";"     625";"    54.4";"    77.9"
"409";"A028180";"T001032";"2013MM02";"     646";"     670";"    84.7";"    83.4"
"410";"A028180";"T001032";"2013MM03";"     472";"     655";"    61.9";"    81.6"
"411";"A028180";"T001032";"2013MM04";"     588";"     627";"    77.1";"    78.1"
"412";"A028180";"T001032";"2013MM05";"     643";"     700";"    84.4";"    87.2"
"413";"A028180";"T001032";"2013MM06";"     503";"     616";"    66.0";"    76.8"
"414";"A028180";"T001032";"2013MM07";"     523";"     701";"    68.6";"    87.4"
"415";"A028180";"T001032";"2013MM08";"     460";"     571";"    60.4";"    71.2"
"416";"A028180";"T001032";"2013MM09";"     595";"     661";"    78.1";"    82.4"
"417";"A028180";"T001032";"2013MM10";"     678";"     725";"    89.0";"    90.3"
"418";"A028180";"T001032";"2013MM11";"     600";"     632";"    78.7";"    78.8"
"419";"A028180";"T001032";"2013MM12";"     632";"     628";"    82.9";"    78.2"
"420";"A028180";"T001032";"2014MM01";"     632";"     675";"    82.9";"    84.1"
"421";"A028180";"T001032";"2014MM02";"     611";"     719";"    80.1";"    89.6"
"422";"A028180";"T001032";"2014MM03";"     596";"     800";"    78.1";"    99.7"
"423";"A028180";"T001032";"2014MM04";"     621";"     824";"    81.4";"   102.6"
"424";"A028180";"T001032";"2014MM05";"     587";"     759";"    77.0";"    94.5"
"425";"A028180";"T001032";"2014MM06";"     595";"     812";"    78.0";"   101.1"
"426";"A028180";"T001032";"2014MM07";"     834";"     999";"   109.4";"   124.4"
"427";"A028180";"T001032";"2014MM08";"     578";"     706";"    75.8";"    87.9"
"428";"A028180";"T001032";"2014MM09";"     946";"     900";"   124.1";"   112.1"
"429";"A028180";"T001032";"2014MM10";"     701";"     819";"    92.0";"   102.0"
"430";"A028180";"T001032";"2014MM11";"     658";"     777";"    86.3";"    96.8"
"431";"A028180";"T001032";"2014MM12";"     889";"     908";"   116.6";"   113.1"
"432";"A028180";"T001032";"2015MM01";"     664";"     936";"    87.1";"   116.6"
"433";"A028180";"T001032";"2015MM02";"    1130";"    1418";"   148.2";"   176.7"
"434";"A028180";"T001032";"2015MM03";"    1135";"    1244";"   148.8";"   155.0"
"435";"A028180";"T001032";"2015MM04";"    1148";"     974";"   150.6";"   121.4"
"436";"A028180";"T001032";"2015MM05";"     820";"     766";"   107.5";"    95.4"
"437";"A028180";"T001032";"2015MM06";"     739";"     874";"    97.0";"   108.9"
"438";"A028180";"T001032";"2015MM07";"     736";"     917";"    96.5";"   114.3"
"439";"A028180";"T001032";"2015MM08";"     643";"     670";"    84.3";"    83.5"
"440";"A028180";"T001032";"2015MM09";"     757";"     974";"    99.2";"   121.4"
"441";"A028180";"T001032";"2015MM10";"     688";"     820";"    90.2";"   102.1"
"442";"A028180";"T001032";"2015MM11";"     657";"     841";"    86.1";"   104.8"
"443";"A028180";"T001032";"2015MM12";"     769";"     967";"   100.9";"   120.4"
"444";"A028180";"T001032";"2016MM01";"     588";"     846";"    77.1";"   105.3"
"445";"A028180";"T001032";"2016MM02";"     670";"     998";"    87.9";"   124.3"
"446";"A028180";"T001032";"2016MM03";"     809";"    1021";"   106.1";"   127.2"
"447";"A028180";"T001032";"2016MM04";"     861";"    1008";"   112.9";"   125.6"
"448";"A028180";"T001032";"2016MM05";"     807";"    1002";"   105.9";"   124.9"
"449";"A028180";"T001032";"2016MM06";"     882";"    1093";"   115.7";"   136.1"
"450";"A028180";"T001032";"2016MM07";"     808";"    1114";"   106.0";"   138.8"
"451";"A028180";"T001032";"2016MM08";"     715";"     971";"    93.8";"   121.0"
"452";"A028180";"T001032";"2016MM09";"    1044";"    1203";"   136.9";"   149.8"
"453";"A028180";"T001032";"2016MM10";"     923";"    1012";"   121.1";"   126.0"
"454";"A028180";"T001032";"2016MM11";"     989";"    1150";"   129.7";"   143.3"
"455";"A028180";"T001032";"2016MM12";"    1038";"    1149";"   136.1";"   143.1"
"456";"A028180";"T001032";"2017MM01";"     818";"    1151";"   107.2";"   143.4"
"457";"A028180";"T001032";"2017MM02";"    1068";"    1255";"   140.1";"   156.3"
"458";"A028180";"T001032";"2017MM03";"    1241";"    1374";"   162.8";"   171.2"
"459";"A028180";"T001032";"2017MM04";"    1134";"    1214";"   148.8";"   151.2"
"460";"A028180";"T001032";"2017MM05";"    1115";"    1417";"   146.2";"   176.6"
"461";"A028180";"T001032";"2017MM06";"     915";"    1321";"   120.0";"   164.6"
"462";"A028180";"T001032";"2017MM07";"    1438";"    1413";"   188.6";"   176.0"
"463";"A028180";"T001032";"2017MM08";"     924";"    1208";"   121.2";"   150.6"
"464";"A028180";"T001032";"2017MM09";"    1171";"    1386";"   153.7";"   172.6"
"465";"A028180";"T001032";"2017MM10";"    1277";"    1257";"   167.5";"   156.6"
"466";"A028180";"T001032";"2017MM11";"    1262";"    1265";"   165.5";"   157.6"
"467";"A028180";"T001032";"2017MM12";"    1020";"    1127";"   133.8";"   140.4"
"468";"A028180";"T001032";"2018MM01";"     893";"    1138";"   117.1";"   141.7"
"469";"A028180";"T001032";"2018MM02";"    1177";"    1206";"   154.3";"   150.3"
"470";"A028180";"T001032";"2018MM03";"    1210";"    1349";"   158.7";"   168.0"
"471";"A028180";"T001032";"2018MM04";"    1158";"    1250";"   151.9";"   155.7"
"472";"A028180";"T001032";"2018MM05";"    1135";"    1293";"   148.8";"   161.1"
"473";"A028180";"T001032";"2018MM06";"    1253";"    1314";"   164.3";"   163.6"
"474";"A028180";"T001032";"2018MM07";"    1368";"    1360";"   179.5";"   169.5"
"475";"A028180";"T001032";"2018MM08";"    1142";"    1169";"   149.8";"   145.7"
"476";"A028180";"T001032";"2018MM09";"    1234";"    1295";"   161.9";"   161.4"
"477";"A028180";"T001032";"2018MM10";"    1805";"    1375";"   236.7";"   171.3"
"478";"A028180";"T001032";"2018MM11";"    1173";"    1123";"   153.8";"   139.9"
"479";"A028180";"T001032";"2018MM12";"    1130";"    1048";"   148.2";"   130.5"
"480";"A028180";"T001032";"2019MM01";"     907";"    1056";"   119.0";"   131.6"
"481";"A028180";"T001032";"2019MM02";"     990";"    1065";"   129.9";"   132.7"
"482";"A028180";"T001032";"2019MM03";"    1116";"    1112";"   146.3";"   138.6"
"483";"A028180";"T001032";"2019MM04";"    1216";"    1090";"   159.5";"   135.8"
"484";"A028180";"T001032";"2019MM05";"     904";"    1138";"   118.6";"   141.7"
"485";"A028180";"T001032";"2019MM06";"    1038";"    1079";"   136.2";"   134.4"
"486";"A028180";"T001032";"2019MM07";"    1367";"    1231";"   179.3";"   153.3"
"487";"A028180";"T001032";"2019MM08";"     734";"     823";"    96.3";"   102.5"
"488";"A028180";"T001032";"2019MM09";"    1037";"     992";"   136.0";"   123.6"
"489";"A028180";"T001032";"2019MM10";"    1446";"    1074";"   189.7";"   133.7"
"490";"A028180";"T001032";"2019MM11";"    1346";"    1000";"   176.6";"   124.5"
"491";"A028180";"T001032";"2019MM12";"    1296";"    1159";"   170.0";"   144.4"
"492";"A028180";"T001032";"2020MM01";"     905";"    1051";"   118.7";"   131.0"
"493";"A028180";"T001032";"2020MM02";"    1127";"    1034";"   147.9";"   128.8"
"494";"A028180";"T001032";"2020MM03";"    1230";"    1173";"   161.3";"   146.2"
"495";"A028180";"T001032";"2020MM04";"    1396";"    1116";"   183.1";"   139.1"
"496";"A028180";"T001032";"2020MM05";"     990";"     944";"   129.9";"   117.6"
"497";"A028180";"T001032";"2020MM06";"    1297";"    1117";"   170.1";"   139.2"
"498";"A028180";"T001032";"2020MM07";"    1688";"    1205";"   221.4";"   150.1"
"499";"A028180";"T001032";"2020MM08";"     932";"     864";"   122.2";"   107.6"
"500";"A028180";"T001032";"2020MM09";"    1403";"    1071";"   184.1";"   133.4"
"501";"A028180";"T001032";"2020MM10";"    1555";"    1086";"   203.9";"   135.3"
"502";"A028180";"T001032";"2020MM11";"    1345";"    1071";"   176.4";"   133.4"
"503";"A028180";"T001032";"2020MM12";"    1644";"    1221";"   215.6";"   152.1"
"504";"A028180";"T001032";"2021MM01";"    1219";"    1121";"   160.0";"   139.7"
"505";"A028180";"T001032";"2021MM02";"    1382";"    1435";"   181.3";"   178.8"
"506";"A028180";"T001032";"2021MM03";"    2046";"    1584";"   268.3";"   197.3"
"507";"A028180";"T001032";"2021MM04";"    1699";"    1191";"   222.8";"   148.4"
"508";"A028180";"T001032";"2021MM05";"    1377";"    1017";"   180.7";"   126.7"
"509";"A028180";"T001032";"2021MM06";"    1468";"    1143";"   192.6";"   142.4"
"510";"A028180";"T001032";"2021MM07";"    1840";"    1225";"   241.3";"   152.6"
"511";"A028180";"T001032";"2021MM08";"    1038";"     932";"   136.1";"   116.1"
"512";"A028180";"T001032";"2021MM09";"    1342";"    1169";"   176.0";"   145.6"
"513";"A028180";"T001032";"2021MM10";"    1527";"    1074";"   200.3";"   133.8"
"514";"A028180";"T001032";"2021MM11";"    1579";"    1101";"   207.1";"   137.2"
"515";"A028180";"T001032";"2021MM12";"    1548";"    1139";"   203.0";"   141.9"
"516";"A028180";"T001032";"2022MM01";"    1238";"     912";"   162.4";"   113.6"
"517";"A028180";"T001032";"2022MM02";"    1090";"     982";"   143.0";"   122.4"
"518";"A028180";"T001032";"2022MM03";"    1807";"    1105";"   237.0";"   137.6"
"519";"A028180";"T001032";"2022MM04";"    1097";"     930";"   143.9";"   115.8"
"520";"A028180";"T001032";"2022MM05";"    1439";"     990";"   188.7";"   123.3"
"521";"A028180";"T001032";"2022MM06";"    1563";"    1095";"   205.0";"   136.4"
"522";"A028180";"T001032";"2022MM07";"    1677";"    1000";"   219.9";"   124.5"
"523";"A028180";"T001032";"2022MM08";"    1043";"     732";"   136.8";"    91.2"
"524";"A028180";"T001032";"2022MM09";"    1425";"     980";"   187.0";"   122.1"
"525";"A028180";"T001032";"2022MM10";"    1794";"     870";"   235.3";"   108.4"
"526";"A028180";"T001032";"2022MM11";"    1436";"     801";"   188.4";"    99.8"
"527";"A028180";"T001032";"2022MM12";"    1164";"     792";"   152.7";"    98.6"
"528";"A028180";"A007232";"2012MM01";"     342";"     480";"    81.6";"    97.0"
"529";"A028180";"A007232";"2012MM02";"     476";"     518";"   113.7";"   104.7"
"530";"A028180";"A007232";"2012MM03";"     424";"     503";"   101.4";"   101.8"
"531";"A028180";"A007232";"2012MM04";"     354";"     494";"    84.6";"    99.9"
"532";"A028180";"A007232";"2012MM05";"     519";"     600";"   123.9";"   121.4"
"533";"A028180";"A007232";"2012MM06";"     506";"     606";"   120.8";"   122.5"
"534";"A028180";"A007232";"2012MM07";"     589";"     537";"   140.6";"   108.7"
"535";"A028180";"A007232";"2012MM08";"     309";"     419";"    73.8";"    84.7"
"536";"A028180";"A007232";"2012MM09";"     366";"     416";"    87.5";"    84.2"
"537";"A028180";"A007232";"2012MM10";"     461";"     480";"   110.2";"    97.1"
"538";"A028180";"A007232";"2012MM11";"     343";"     483";"    82.0";"    97.6"
"539";"A028180";"A007232";"2012MM12";"     335";"     397";"    80.0";"    80.4"
"540";"A028180";"A007232";"2013MM01";"     230";"     368";"    54.9";"    74.4"
"541";"A028180";"A007232";"2013MM02";"     343";"     419";"    82.0";"    84.8"
"542";"A028180";"A007232";"2013MM03";"     228";"     374";"    54.4";"    75.7"
"543";"A028180";"A007232";"2013MM04";"     317";"     376";"    75.6";"    76.0"
"544";"A028180";"A007232";"2013MM05";"     321";"     425";"    76.8";"    85.9"
"545";"A028180";"A007232";"2013MM06";"     237";"     345";"    56.6";"    69.8"
"546";"A028180";"A007232";"2013MM07";"     272";"     406";"    65.1";"    82.2"
"547";"A028180";"A007232";"2013MM08";"     220";"     333";"    52.6";"    67.3"
"548";"A028180";"A007232";"2013MM09";"     250";"     393";"    59.7";"    79.5"
"549";"A028180";"A007232";"2013MM10";"     388";"     477";"    92.6";"    96.5"
"550";"A028180";"A007232";"2013MM11";"     384";"     399";"    91.6";"    80.6"
"551";"A028180";"A007232";"2013MM12";"     292";"     360";"    69.7";"    72.9"
"552";"A028180";"A007232";"2014MM01";"     338";"     423";"    80.8";"    85.6"
"553";"A028180";"A007232";"2014MM02";"     325";"     445";"    77.6";"    90.0"
"554";"A028180";"A007232";"2014MM03";"     349";"     548";"    83.4";"   110.8"
"555";"A028180";"A007232";"2014MM04";"     357";"     531";"    85.2";"   107.4"
"556";"A028180";"A007232";"2014MM05";"     370";"     510";"    88.3";"   103.1"
"557";"A028180";"A007232";"2014MM06";"     339";"     550";"    81.0";"   111.3"
"558";"A028180";"A007232";"2014MM07";"     515";"     679";"   123.1";"   137.4"
"559";"A028180";"A007232";"2014MM08";"     333";"     474";"    79.5";"    95.9"
"560";"A028180";"A007232";"2014MM09";"     593";"     649";"   141.7";"   131.3"
"561";"A028180";"A007232";"2014MM10";"     491";"     577";"   117.2";"   116.7"
"562";"A028180";"A007232";"2014MM11";"     438";"     571";"   104.7";"   115.5"
"563";"A028180";"A007232";"2014MM12";"     538";"     671";"   128.4";"   135.6"
"564";"A028180";"A007232";"2015MM01";"     486";"     753";"   116.0";"   152.3"
"565";"A028180";"A007232";"2015MM02";"     857";"    1193";"   204.6";"   241.4"
"566";"A028180";"A007232";"2015MM03";"     803";"     982";"   191.8";"   198.5"
"567";"A028180";"A007232";"2015MM04";"     821";"     734";"   196.0";"   148.5"
"568";"A028180";"A007232";"2015MM05";"     534";"     568";"   127.4";"   115.0"
"569";"A028180";"A007232";"2015MM06";"     491";"     604";"   117.2";"   122.1"
"570";"A028180";"A007232";"2015MM07";"     457";"     632";"   109.2";"   127.8"
"571";"A028180";"A007232";"2015MM08";"     345";"     492";"    82.5";"    99.4"
"572";"A028180";"A007232";"2015MM09";"     509";"     741";"   121.5";"   149.9"
"573";"A028180";"A007232";"2015MM10";"     461";"     626";"   110.2";"   126.7"
"574";"A028180";"A007232";"2015MM11";"     404";"     648";"    96.5";"   131.1"
"575";"A028180";"A007232";"2015MM12";"     500";"     758";"   119.4";"   153.2"
"576";"A028180";"A007232";"2016MM01";"     428";"     679";"   102.3";"   137.4"
"577";"A028180";"A007232";"2016MM02";"     441";"     780";"   105.3";"   157.7"
"578";"A028180";"A007232";"2016MM03";"     528";"     792";"   126.1";"   160.1"
"579";"A028180";"A007232";"2016MM04";"     492";"     770";"   117.4";"   155.7"
"580";"A028180";"A007232";"2016MM05";"     564";"     781";"   134.8";"   158.0"
"581";"A028180";"A007232";"2016MM06";"     602";"     838";"   143.8";"   169.4"
"582";"A028180";"A007232";"2016MM07";"     557";"     878";"   132.9";"   177.6"
"583";"A028180";"A007232";"2016MM08";"     515";"     752";"   123.1";"   152.1"
"584";"A028180";"A007232";"2016MM09";"     704";"     975";"   168.2";"   197.3"
"585";"A028180";"A007232";"2016MM10";"     698";"     800";"   166.8";"   161.8"
"586";"A028180";"A007232";"2016MM11";"     645";"     910";"   154.0";"   184.0"
"587";"A028180";"A007232";"2016MM12";"     679";"     938";"   162.1";"   189.8"
"588";"A028180";"A007232";"2017MM01";"     613";"     941";"   146.4";"   190.4"
"589";"A028180";"A007232";"2017MM02";"     617";"     975";"   147.4";"   197.2"
"590";"A028180";"A007232";"2017MM03";"     884";"    1083";"   211.0";"   219.1"
"591";"A028180";"A007232";"2017MM04";"     881";"     956";"   210.5";"   193.3"
"592";"A028180";"A007232";"2017MM05";"     691";"    1107";"   165.1";"   223.9"
"593";"A028180";"A007232";"2017MM06";"     682";"    1039";"   162.8";"   210.1"
