"ID";"TypeGefailleerde";"Perioden";"UitgesprokenFaillissementen_1"
"2150";"A047597";"1981MM05";"     238"
"2151";"A047597";"1981MM06";"     243"
"2153";"A047597";"1981MM07";"     306"
"2154";"A047597";"1981MM08";"     211"
"2155";"A047597";"1981MM09";"     318"
"2157";"A047597";"1981MM10";"     311"
"2158";"A047597";"1981MM11";"     285"
"2159";"A047597";"1981MM12";"     299"
"2162";"A047597";"1982MM01";"     301"
"2163";"A047597";"1982MM02";"     350"
"2164";"A047597";"1982MM03";"     399"
"2166";"A047597";"1982MM04";"     339"
"2167";"A047597";"1982MM05";"     251"
"2168";"A047597";"1982MM06";"     345"
"2170";"A047597";"1982MM07";"     306"
"2171";"A047597";"1982MM08";"     271"
"2172";"A047597";"1982MM09";"     338"
"2174";"A047597";"1982MM10";"     357"
"2175";"A047597";"1982MM11";"     347"
"2176";"A047597";"1982MM12";"     332"
"2179";"A047597";"1983MM01";"     296"
"2180";"A047597";"1983MM02";"     285"
"2181";"A047597";"1983MM03";"     401"
"2183";"A047597";"1983MM04";"     268"
"2184";"A047597";"1983MM05";"     286"
"2185";"A047597";"1983MM06";"     332"
"2187";"A047597";"1983MM07";"     213"
"2188";"A047597";"1983MM08";"     297"
"2189";"A047597";"1983MM09";"     267"
"2191";"A047597";"1983MM10";"     214"
"2192";"A047597";"1983MM11";"     241"
"2193";"A047597";"1983MM12";"     206"
"2196";"A047597";"1984MM01";"     240"
"2197";"A047597";"1984MM02";"     278"
"2198";"A047597";"1984MM03";"     258"
"2200";"A047597";"1984MM04";"     198"
"2201";"A047597";"1984MM05";"     243"
"2202";"A047597";"1984MM06";"     217"
"2204";"A047597";"1984MM07";"     188"
"2205";"A047597";"1984MM08";"     241"
"2206";"A047597";"1984MM09";"     208"
"2208";"A047597";"1984MM10";"     217"
"2209";"A047597";"1984MM11";"     195"
"2210";"A047597";"1984MM12";"     156"
"2213";"A047597";"1985MM01";"     213"
"2214";"A047597";"1985MM02";"     207"
"2215";"A047597";"1985MM03";"     245"
"2217";"A047597";"1985MM04";"     191"
"2218";"A047597";"1985MM05";"     216"
"2219";"A047597";"1985MM06";"     184"
"2221";"A047597";"1985MM07";"     194"
"2222";"A047597";"1985MM08";"     161"
"2223";"A047597";"1985MM09";"     184"
"2225";"A047597";"1985MM10";"     219"
"2226";"A047597";"1985MM11";"     193"
"2227";"A047597";"1985MM12";"     151"
"2230";"A047597";"1986MM01";"     169"
"2231";"A047597";"1986MM02";"     124"
"2232";"A047597";"1986MM03";"     189"
"2234";"A047597";"1986MM04";"     154"
"2235";"A047597";"1986MM05";"     148"
"2236";"A047597";"1986MM06";"     164"
"2238";"A047597";"1986MM07";"     138"
"2239";"A047597";"1986MM08";"     147"
"2240";"A047597";"1986MM09";"     183"
"2242";"A047597";"1986MM10";"     157"
"2243";"A047597";"1986MM11";"     192"
"2244";"A047597";"1986MM12";"     153"
"2247";"A047597";"1987MM01";"     124"
"2248";"A047597";"1987MM02";"     156"
"2249";"A047597";"1987MM03";"     149"
"2251";"A047597";"1987MM04";"     152"
"2252";"A047597";"1987MM05";"     122"
"2253";"A047597";"1987MM06";"     114"
"2255";"A047597";"1987MM07";"     162"
"2256";"A047597";"1987MM08";"     115"
"2257";"A047597";"1987MM09";"     165"
"2259";"A047597";"1987MM10";"     121"
"2260";"A047597";"1987MM11";"     109"
"2261";"A047597";"1987MM12";"     151"
"2264";"A047597";"1988MM01";"     109"
"2265";"A047597";"1988MM02";"     153"
"2266";"A047597";"1988MM03";"     173"
"2268";"A047597";"1988MM04";"     121"
"2269";"A047597";"1988MM05";"     166"
"2270";"A047597";"1988MM06";"     169"
"2272";"A047597";"1988MM07";"     129"
"2273";"A047597";"1988MM08";"     131"
"2274";"A047597";"1988MM09";"     115"
"2276";"A047597";"1988MM10";"     137"
"2277";"A047597";"1988MM11";"     155"
"2278";"A047597";"1988MM12";"     117"
"2281";"A047597";"1989MM01";"     154"
"2282";"A047597";"1989MM02";"     115"
"2283";"A047597";"1989MM03";"     159"
"2285";"A047597";"1989MM04";"     125"
"2286";"A047597";"1989MM05";"     115"
"2287";"A047597";"1989MM06";"     139"
"2289";"A047597";"1989MM07";"     115"
"2290";"A047597";"1989MM08";"     127"
"2291";"A047597";"1989MM09";"     133"
"2293";"A047597";"1989MM10";"     122"
"2294";"A047597";"1989MM11";"     147"
"2295";"A047597";"1989MM12";"     110"
"2298";"A047597";"1990MM01";"     146"
"2299";"A047597";"1990MM02";"     102"
"2300";"A047597";"1990MM03";"     129"
"2302";"A047597";"1990MM04";"     124"
"2303";"A047597";"1990MM05";"     151"
"2304";"A047597";"1990MM06";"     129"
"2306";"A047597";"1990MM07";"     119"
"2307";"A047597";"1990MM08";"     111"
"2308";"A047597";"1990MM09";"     148"
"2310";"A047597";"1990MM10";"     140"
"2311";"A047597";"1990MM11";"     138"
"2312";"A047597";"1990MM12";"      90"
"2315";"A047597";"1991MM01";"     131"
"2316";"A047597";"1991MM02";"     144"
"2317";"A047597";"1991MM03";"     153"
"2319";"A047597";"1991MM04";"     139"
"2320";"A047597";"1991MM05";"     161"
"2321";"A047597";"1991MM06";"     156"
"2323";"A047597";"1991MM07";"     164"
"2324";"A047597";"1991MM08";"     146"
"2325";"A047597";"1991MM09";"     148"
"2327";"A047597";"1991MM10";"     207"
"2328";"A047597";"1991MM11";"     205"
"2329";"A047597";"1991MM12";"     199"
"2332";"A047597";"1992MM01";"     177"
"2333";"A047597";"1992MM02";"     154"
"2334";"A047597";"1992MM03";"     202"
"2336";"A047597";"1992MM04";"     209"
"2337";"A047597";"1992MM05";"     183"
"2338";"A047597";"1992MM06";"     185"
"2340";"A047597";"1992MM07";"     194"
"2341";"A047597";"1992MM08";"     151"
"2342";"A047597";"1992MM09";"     266"
"2344";"A047597";"1992MM10";"     272"
"2345";"A047597";"1992MM11";"     242"
"2346";"A047597";"1992MM12";"     266"
"2349";"A047597";"1993MM01";"     221"
"2350";"A047597";"1993MM02";"     233"
"2351";"A047597";"1993MM03";"     354"
"2353";"A047597";"1993MM04";"     258"
"2354";"A047597";"1993MM05";"     283"
"2355";"A047597";"1993MM06";"     302"
"2357";"A047597";"1993MM07";"     316"
"2358";"A047597";"1993MM08";"     271"
"2359";"A047597";"1993MM09";"     322"
"2361";"A047597";"1993MM10";"     236"
"2362";"A047597";"1993MM11";"     282"
"2363";"A047597";"1993MM12";"     286"
"2366";"A047597";"1994MM01";"     263"
"2367";"A047597";"1994MM02";"     262"
"2368";"A047597";"1994MM03";"     324"
"2370";"A047597";"1994MM04";"     239"
"2371";"A047597";"1994MM05";"     214"
"2372";"A047597";"1994MM06";"     341"
"2374";"A047597";"1994MM07";"     233"
"2375";"A047597";"1994MM08";"     287"
"2376";"A047597";"1994MM09";"     259"
"2378";"A047597";"1994MM10";"     233"
"2379";"A047597";"1994MM11";"     298"
"2380";"A047597";"1994MM12";"     207"
"2383";"A047597";"1995MM01";"     224"
"2384";"A047597";"1995MM02";"     204"
"2385";"A047597";"1995MM03";"     246"
"2387";"A047597";"1995MM04";"     213"
"2388";"A047597";"1995MM05";"     226"
"2389";"A047597";"1995MM06";"     236"
"2391";"A047597";"1995MM07";"     240"
"2392";"A047597";"1995MM08";"     237"
"2393";"A047597";"1995MM09";"     262"
"2395";"A047597";"1995MM10";"     258"
"2396";"A047597";"1995MM11";"     239"
"2397";"A047597";"1995MM12";"     187"
"2400";"A047597";"1996MM01";"     217"
"2401";"A047597";"1996MM02";"     204"
"2402";"A047597";"1996MM03";"     228"
"2404";"A047597";"1996MM04";"     207"
"2405";"A047597";"1996MM05";"     228"
"2406";"A047597";"1996MM06";"     222"
"2408";"A047597";"1996MM07";"     216"
"2409";"A047597";"1996MM08";"     206"
"2410";"A047597";"1996MM09";"     227"
"2412";"A047597";"1996MM10";"     277"
"2413";"A047597";"1996MM11";"     187"
"2414";"A047597";"1996MM12";"     216"
"2417";"A047597";"1997MM01";"     250"
"2418";"A047597";"1997MM02";"     225"
"2419";"A047597";"1997MM03";"     207"
"2421";"A047597";"1997MM04";"     223"
"2422";"A047597";"1997MM05";"     232"
"2423";"A047597";"1997MM06";"     216"
"2425";"A047597";"1997MM07";"     251"
"2426";"A047597";"1997MM08";"     177"
"2427";"A047597";"1997MM09";"     212"
"2429";"A047597";"1997MM10";"     250"
"2430";"A047597";"1997MM11";"     240"
"2431";"A047597";"1997MM12";"     198"
"2434";"A047597";"1998MM01";"     189"
"2435";"A047597";"1998MM02";"     201"
"2436";"A047597";"1998MM03";"     253"
"2438";"A047597";"1998MM04";"     248"
"2439";"A047597";"1998MM05";"     164"
"2440";"A047597";"1998MM06";"     205"
"2442";"A047597";"1998MM07";"     211"
"2443";"A047597";"1998MM08";"     152"
"2444";"A047597";"1998MM09";"     261"
"2446";"A047597";"1998MM10";"     183"
"2447";"A047597";"1998MM11";"     192"
"2448";"A047597";"1998MM12";"     211"
"2451";"A047597";"1999MM01";"     153"
"2452";"A047597";"1999MM02";"     203"
"2453";"A047597";"1999MM03";"     245"
"2455";"A047597";"1999MM04";"     206"
"2456";"A047597";"1999MM05";"     175"
"2457";"A047597";"1999MM06";"     230"
"2459";"A047597";"1999MM07";"     166"
"2460";"A047597";"1999MM08";"     157"
"2461";"A047597";"1999MM09";"     199"
"2463";"A047597";"1999MM10";"     175"
"2464";"A047597";"1999MM11";"     204"
"2465";"A047597";"1999MM12";"     200"
"2468";"A047597";"2000MM01";"     172"
"2469";"A047597";"2000MM02";"     207"
"2470";"A047597";"2000MM03";"     207"
"2472";"A047597";"2000MM04";"     170"
"2473";"A047597";"2000MM05";"     229"
"2474";"A047597";"2000MM06";"     205"
"2476";"A047597";"2000MM07";"     213"
"2477";"A047597";"2000MM08";"     248"
"2478";"A047597";"2000MM09";"     200"
"2480";"A047597";"2000MM10";"     268"
"2481";"A047597";"2000MM11";"     301"
"2482";"A047597";"2000MM12";"     201"
"2485";"A047597";"2001MM01";"     251"
"2486";"A047597";"2001MM02";"     261"
"2487";"A047597";"2001MM03";"     239"
"2489";"A047597";"2001MM04";"     234"
"2490";"A047597";"2001MM05";"     328"
"2491";"A047597";"2001MM06";"     239"
"2493";"A047597";"2001MM07";"     304"
"2494";"A047597";"2001MM08";"     296"
"2495";"A047597";"2001MM09";"     265"
"2497";"A047597";"2001MM10";"     333"
"2498";"A047597";"2001MM11";"     314"
"2499";"A047597";"2001MM12";"     269"
"2502";"A047597";"2002MM01";"     348"
"2503";"A047597";"2002MM02";"     296"
"2504";"A047597";"2002MM03";"     307"
"2506";"A047597";"2002MM04";"     283"
"2507";"A047597";"2002MM05";"     328"
"2508";"A047597";"2002MM06";"     329"
"2510";"A047597";"2002MM07";"     454"
"2511";"A047597";"2002MM08";"     284"
"2512";"A047597";"2002MM09";"     340"
"2514";"A047597";"2002MM10";"     439"
"2515";"A047597";"2002MM11";"     340"
"2516";"A047597";"2002MM12";"     337"
"2519";"A047597";"2003MM01";"     379"
"2520";"A047597";"2003MM02";"     399"
"2521";"A047597";"2003MM03";"     367"
"2523";"A047597";"2003MM04";"     493"
"2524";"A047597";"2003MM05";"     482"
"2525";"A047597";"2003MM06";"     455"
"2527";"A047597";"2003MM07";"     467"
"2528";"A047597";"2003MM08";"     335"
"2529";"A047597";"2003MM09";"     512"
"2531";"A047597";"2003MM10";"     496"
"2532";"A047597";"2003MM11";"     413"
"2533";"A047597";"2003MM12";"     437"
"2536";"A047597";"2004MM01";"     422"
"2537";"A047597";"2004MM02";"     437"
"2538";"A047597";"2004MM03";"     559"
"2540";"A047597";"2004MM04";"     361"
"2541";"A047597";"2004MM05";"     393"
"2542";"A047597";"2004MM06";"     506"
"2544";"A047597";"2004MM07";"     414"
"2545";"A047597";"2004MM08";"     451"
"2546";"A047597";"2004MM09";"     448"
"2548";"A047597";"2004MM10";"     386"
"2549";"A047597";"2004MM11";"     458"
"2550";"A047597";"2004MM12";"     432"
"2553";"A047597";"2005MM01";"     410"
"2554";"A047597";"2005MM02";"     460"
"2555";"A047597";"2005MM03";"     505"
"2557";"A047597";"2005MM04";"     418"
"2558";"A047597";"2005MM05";"     394"
"2559";"A047597";"2005MM06";"     435"
"2561";"A047597";"2005MM07";"     388"
"2562";"A047597";"2005MM08";"     399"
"2563";"A047597";"2005MM09";"     447"
"2565";"A047597";"2005MM10";"     382"
"2566";"A047597";"2005MM11";"     483"
"2567";"A047597";"2005MM12";"     362"
"2570";"A047597";"2006MM01";"     424"
"2571";"A047597";"2006MM02";"     395"
"2572";"A047597";"2006MM03";"     402"
"2574";"A047597";"2006MM04";"     365"
"2575";"A047597";"2006MM05";"     387"
"2576";"A047597";"2006MM06";"     346"
"2578";"A047597";"2006MM07";"     325"
"2579";"A047597";"2006MM08";"     348"
"2580";"A047597";"2006MM09";"     309"
"2582";"A047597";"2006MM10";"     323"
"2583";"A047597";"2006MM11";"     322"
"2584";"A047597";"2006MM12";"     282"
"2587";"A047597";"2007MM01";"     383"
"2588";"A047597";"2007MM02";"     268"
"2589";"A047597";"2007MM03";"     273"
"2591";"A047597";"2007MM04";"     288"
"2592";"A047597";"2007MM05";"     326"
"2593";"A047597";"2007MM06";"     252"
"2595";"A047597";"2007MM07";"     308"
"2596";"A047597";"2007MM08";"     308"
"2597";"A047597";"2007MM09";"     319"
"2599";"A047597";"2007MM10";"     336"
"2600";"A047597";"2007MM11";"     298"
"2601";"A047597";"2007MM12";"     230"
"2604";"A047597";"2008MM01";"     291"
"2605";"A047597";"2008MM02";"     295"
"2606";"A047597";"2008MM03";"     259"
"2608";"A047597";"2008MM04";"     319"
"2609";"A047597";"2008MM05";"     228"
"2610";"A047597";"2008MM06";"     320"
"2612";"A047597";"2008MM07";"     312"
"2613";"A047597";"2008MM08";"     289"
"2614";"A047597";"2008MM09";"     341"
"2616";"A047597";"2008MM10";"     341"
"2617";"A047597";"2008MM11";"     427"
"2618";"A047597";"2008MM12";"     420"
"2621";"A047597";"2009MM01";"     464"
"2622";"A047597";"2009MM02";"     538"
"2623";"A047597";"2009MM03";"     678"
"2625";"A047597";"2009MM04";"     632"
"2626";"A047597";"2009MM05";"     496"
"2627";"A047597";"2009MM06";"     698"
"2629";"A047597";"2009MM07";"     639"
"2630";"A047597";"2009MM08";"     514"
"2631";"A047597";"2009MM09";"     622"
"2633";"A047597";"2009MM10";"     526"
"2634";"A047597";"2009MM11";"     588"
"2635";"A047597";"2009MM12";"     547"
"2638";"A047597";"2010MM01";"     480"
"2639";"A047597";"2010MM02";"     548"
"2640";"A047597";"2010MM03";"     634"
"2642";"A047597";"2010MM04";"     489"
"2643";"A047597";"2010MM05";"     399"
"2644";"A047597";"2010MM06";"     658"
"2646";"A047597";"2010MM07";"     497"
"2647";"A047597";"2010MM08";"     495"
"2648";"A047597";"2010MM09";"     445"
"2650";"A047597";"2010MM10";"     525"
"2651";"A047597";"2010MM11";"     565"
"2652";"A047597";"2010MM12";"     427"
"2655";"A047597";"2011MM01";"     477"
"2656";"A047597";"2011MM02";"     511"
"2657";"A047597";"2011MM03";"     538"
"2659";"A047597";"2011MM04";"     444"
"2660";"A047597";"2011MM05";"     559"
"2661";"A047597";"2011MM06";"     433"
"2663";"A047597";"2011MM07";"     459"
"2664";"A047597";"2011MM08";"     492"
"2665";"A047597";"2011MM09";"     526"
"2667";"A047597";"2011MM10";"     523"
"2668";"A047597";"2011MM11";"     636"
"2669";"A047597";"2011MM12";"     519"
"2672";"A047597";"2012MM01";"     671"
"2673";"A047597";"2012MM02";"     599"
"2674";"A047597";"2012MM03";"     579"
"2676";"A047597";"2012MM04";"     593"
"2677";"A047597";"2012MM05";"     684"
"2678";"A047597";"2012MM06";"     599"
"2680";"A047597";"2012MM07";"     721"
"2681";"A047597";"2012MM08";"     516"
"2682";"A047597";"2012MM09";"     556"
"2684";"A047597";"2012MM10";"     700"
"2685";"A047597";"2012MM11";"     579"
"2686";"A047597";"2012MM12";"     552"
"2689";"A047597";"2013MM01";"     734"
"2690";"A047597";"2013MM02";"     760"
"2691";"A047597";"2013MM03";"     714"
"2693";"A047597";"2013MM04";"     698"
"2694";"A047597";"2013MM05";"     800"
"2695";"A047597";"2013MM06";"     712"
"2697";"A047597";"2013MM07";"     782"
"2698";"A047597";"2013MM08";"     610"
"2699";"A047597";"2013MM09";"     596"
"2701";"A047597";"2013MM10";"     748"
"2702";"A047597";"2013MM11";"     581"
"2703";"A047597";"2013MM12";"     641"
"2706";"A047597";"2014MM01";"     598"
"2707";"A047597";"2014MM02";"     609"
"2708";"A047597";"2014MM03";"     526"
"2710";"A047597";"2014MM04";"     716"
"2711";"A047597";"2014MM05";"     552"
"2712";"A047597";"2014MM06";"     464"
"2714";"A047597";"2014MM07";"     631"
"2715";"A047597";"2014MM08";"     465"
"2716";"A047597";"2014MM09";"     539"
"2718";"A047597";"2014MM10";"     537"
"2719";"A047597";"2014MM11";"     488"
"2720";"A047597";"2014MM12";"     520"
"2723";"A047597";"2015MM01";"     477"
"2724";"A047597";"2015MM02";"     480"
"2725";"A047597";"2015MM03";"     645"
"2727";"A047597";"2015MM04";"     455"
"2728";"A047597";"2015MM05";"     379"
"2729";"A047597";"2015MM06";"     477"
"2731";"A047597";"2015MM07";"     424"
"2732";"A047597";"2015MM08";"     316"
"2733";"A047597";"2015MM09";"     381"
"2735";"A047597";"2015MM10";"     376"
"2736";"A047597";"2015MM11";"     389"
"2737";"A047597";"2015MM12";"     472"
"2740";"A047597";"2016MM01";"     376"
"2741";"A047597";"2016MM02";"     453"
"2742";"A047597";"2016MM03";"     444"
"2744";"A047597";"2016MM04";"     362"
"2745";"A047597";"2016MM05";"     383"
"2746";"A047597";"2016MM06";"     365"
"2748";"A047597";"2016MM07";"     349"
"2749";"A047597";"2016MM08";"     321"
"2750";"A047597";"2016MM09";"     280"
"2752";"A047597";"2016MM10";"     284"
"2753";"A047597";"2016MM11";"     470"
"2754";"A047597";"2016MM12";"     312"
"2757";"A047597";"2017MM01";"     380"
"2758";"A047597";"2017MM02";"     276"
"2759";"A047597";"2017MM03";"     294"
"2761";"A047597";"2017MM04";"     248"
"2762";"A047597";"2017MM05";"     319"
"2763";"A047597";"2017MM06";"     283"
"2765";"A047597";"2017MM07";"     251"
"2766";"A047597";"2017MM08";"     263"
"2767";"A047597";"2017MM09";"     224"
"2769";"A047597";"2017MM10";"     293"
"2770";"A047597";"2017MM11";"     242"
"2771";"A047597";"2017MM12";"     218"
"2774";"A047597";"2018MM01";"     313"
"2775";"A047597";"2018MM02";"     221"
"2776";"A047597";"2018MM03";"     252"
"2778";"A047597";"2018MM04";"     252"
"2779";"A047597";"2018MM05";"     299"
"2780";"A047597";"2018MM06";"     235"
"2782";"A047597";"2018MM07";"     287"
"2783";"A047597";"2018MM08";"     247"
"2784";"A047597";"2018MM09";"     213"
"2786";"A047597";"2018MM10";"     306"
"2787";"A047597";"2018MM11";"     263"
"2788";"A047597";"2018MM12";"     257"
"2791";"A047597";"2019MM01";"     271"
"2792";"A047597";"2019MM02";"     237"
"2793";"A047597";"2019MM03";"     259"
"2795";"A047597";"2019MM04";"     316"
"2796";"A047597";"2019MM05";"     249"
"2797";"A047597";"2019MM06";"     253"
"2799";"A047597";"2019MM07";"     312"
"2800";"A047597";"2019MM08";"     244"
"2801";"A047597";"2019MM09";"     240"
"2803";"A047597";"2019MM10";"     289"
"2804";"A047597";"2019MM11";"     270"
"2805";"A047597";"2019MM12";"     269"
"2808";"A047597";"2020MM01";"     254"
"2809";"A047597";"2020MM02";"     257"
"2810";"A047597";"2020MM03";"     290"
"2812";"A047597";"2020MM04";"     321"
"2813";"A047597";"2020MM05";"     262"
"2814";"A047597";"2020MM06";"     264"
"2816";"A047597";"2020MM07";"     194"
"2817";"A047597";"2020MM08";"     166"
"2818";"A047597";"2020MM09";"     212"
"2820";"A047597";"2020MM10";"     162"
"2821";"A047597";"2020MM11";"     168"
"2822";"A047597";"2020MM12";"     153"
"2825";"A047597";"2021MM01";"     135"
"2826";"A047597";"2021MM02";"     107"
"2827";"A047597";"2021MM03";"     165"
"2829";"A047597";"2021MM04";"     119"
"2830";"A047597";"2021MM05";"     124"
"2831";"A047597";"2021MM06";"     138"
"2833";"A047597";"2021MM07";"     103"
"2834";"A047597";"2021MM08";"     110"
"2835";"A047597";"2021MM09";"     113"
"2837";"A047597";"2021MM10";"     104"
"2838";"A047597";"2021MM11";"     185"
"2839";"A047597";"2021MM12";"     134"
"2842";"A047597";"2022MM01";"     112"
"2843";"A047597";"2022MM02";"     149"
"2844";"A047597";"2022MM03";"     168"
"2846";"A047597";"2022MM04";"      87"
"2847";"A047597";"2022MM05";"     177"
"2848";"A047597";"2022MM06";"     129"
"2850";"A047597";"2022MM07";"     119"
"2851";"A047597";"2022MM08";"     149"
"2852";"A047597";"2022MM09";"     143"
"2854";"A047597";"2022MM10";"     182"
"2855";"A047597";"2022MM11";"     224"
"2856";"A047597";"2022MM12";"     215"
"2859";"A047597";"2023MM01";"     225"
