"L2_LRHUTTTT","L1_BCCI","L1_BRCI","L1_BSCI","L1_CSCICP02","L3_XTEXVA01","L3_XTIMVA01","L1_AEX","L1_AEXVLT","inflation"
-0.0999999999999996,2.6,-3.4,-4.2,1.5,0.00126241401850002,-0.0635266679317699,-0.06349366955543,0.00795303070814309,-0.5
-0.100000000000001,7.3,0.5,-4.5,3,-1.55802475703126e-05,0.0217017515300899,0.0855400433156701,0.00968018838420398,-0.1
0,6.6,0.699999999999999,-6.3,0.6,0.00528509037809988,-0.0653764999591502,-0.0220726854601603,0.0115140357343949,-0.1
-0.0999999999999996,0,2.7,-6.1,3.4,-0.11764308608121,0.00911258001310022,0.04891428151985,0.0174248645563316,-0.3
-0.100000000000001,0.9,-2.8,-4.9,4,0.09719415086172,0.03334654949676,-0.01610615703314,0.00567004557392208,-0.9
0,-9.4,-1,-4.9,2.6,-0.0737335418442298,-0.0808955492925203,-0.0300564189974297,0.00805958957642974,0.2
0,2.4,3.4,-5.1,2.2,0.0094433800694298,0.0151905936506802,0.00981384419764009,0.0120098051857464,-0.1
-0.0999999999999996,-2.5,0.299999999999997,-6.7,0.3,0.00354088746184011,-0.0100504136851498,-0.0479569945844505,0.0137046396452587,0.4
0,-2.4,-3.3,-5.4,1,-0.0824186804086899,-0.03683581149446,0.00398562753027054,0.0108864999927471,0
0,-3,0,-3.8,0.7,0.0522607635908097,0.0283876133087499,0.0239849614512195,0.00800855852333931,0.1
-0.0999999999999996,2.3,4.9,-4.7,0.9,-0.0650855535311998,-0.0136698047230501,-0.0348252727257696,0.00729052142338764,-1.2
0,-0.3,-6.3,-6.8,-0.2,-0.0174285483058001,0.00511989945501989,-0.0587223935829506,0.0132662657250054,0.1
0,4.6,1.6,-5.7,0.4,0.00533102541007002,0.03637783448257,-0.00651049496448941,0.00710331024199595,0.0999999999999999
0,1.7,-2.2,-6.3,-1.3,-0.0400187422966498,-0.0645464532092901,0.0299902518532997,0.00843520384595949,0
0,-1,0.699999999999999,-7.3,-0.5,0.0767530979893198,0.09560077211458,-0.00151949957260022,0.0131890537284347,0
0,1,-7.2,-7.6,-0.8,-0.00245485534492973,-0.0252032319180899,-0.00372057569639939,0.00794575382205197,0.3
0,0.5,-1.9,-6.8,-2.2,-0.0200665274907901,-0.0438812876090999,0.0742118995709093,0.00777234379764016,0.9
0.0999999999999996,1.8,3.7,-6.5,-4.5,0.03623099466411,0.0315061108317201,0.0544592351603006,0.00763314378205473,0.1
0,-3.5,-0.900000000000002,-5.5,-4,-0.00108409790578001,-0.03932166068976,-0.00759934126743023,0.0106381354011205,0
0,1.1,-2.5,-4.5,0.7,-0.0124384848471699,0.0557446048481598,-0.0215793769520101,0.0118293464856352,-0.1
0,-1.9,1.2,-2.9,-1.8,0.0101489613914998,0.00271271111768012,-0.32399723598106,0.0476004934219108,-0.2
0,2.4,-1.1,-2.4,-3.5,0.00621744613229991,-0.00283116894317992,-0.19487522175488,0.046974973051425,-0.1
0,-3.8,-4.1,-3.9,-2.2,0.0342096131439802,-0.0157048453019999,0.0776939206044895,0.0220432552073056,0.8
0,-0.100000000000001,1.4,-4.8,-3.7,0.0133322527822202,0.05818928736847,0.0322673443639605,0.0238768134863704,-0.1
0,-1.5,1.2,-5.1,-3.5,-0.00278144986477002,0.0314956997266997,0.0892225692781397,0.0107393627630586,0.2
0,4.1,-4.2,-4.9,-3.3,-0.10831283226137,-0.21361201374196,0.0385678173097803,0.0154538080713211,0
0,-1.9,0.799999999999999,-3.1,0.4,0.0651665908267001,0.16642251144302,0.0341402027806899,0.0105258756441225,0
-0.0999999999999996,2.7,2,-3,-0.2,0.0246582625026002,0.00105342956325982,-0.0146323763155802,0.0118383043233537,0.1
0,0.2,5.3,-2.4,-0.3,0.01727297797337,0.00857219794938002,0.11219296001341,0.00968213418038327,0.2
0,2.1,-2.9,-2.4,0.8,0.0189614331780099,0.0138350094852,0.0425989003381799,0.00796060619354489,-0.1
0,4.2,-4.8,-0.4,2.6,-0.00151853603980001,0.0205447545165298,-0.0454671804376003,0.0129109671805383,0
-0.100000000000001,3,4.2,-1.4,1,0.0119204371841399,-0.00906394998932969,0.0421438216473202,0.00673140673416219,-0.2
0,-2.5,3.9,-0.6,2.2,0.0551845180408499,0.00213919041155997,0.0288444270492203,0.00776512217589871,0.3
-0.0999999999999996,1.2,-1.8,0.1,5.7,-0.02665909009957,0.0160155378790798,-0.0349764065337004,0.00936768094988286,0.2
0,-2.8,0.600000000000001,1.3,4.7,0.0129790943190002,0.00719024788031009,0.0760372825628597,0.0071524952928167,-0.4
-0.100000000000001,-1.2,3.6,1.5,4.9,-0.00824589190680003,-0.02620939802999,0.0367915419053002,0.00756089640262426,0.1
0,-3.8,-1.2,0,3,0.00814625344556008,0.0387607532367,-0.0128854179804794,0.00865136535750682,-0.1
-0.0999999999999996,-2,6.7,0.3,5,0.0384129323727498,0.0273177647341698,0.0561526708936793,0.00653908179190703,0.3
-0.0999999999999996,-2,-5.1,2.1,5.8,0.00844688674342997,-0.0180742482376099,0.0713051436413306,0.00705150103542164,-0.1
0,2.7,2.2,2.8,4.1,-0.04488350101329,-0.0182407913651099,-0.0194051143593699,0.0118770917584552,0
-0.100000000000001,1.4,0.300000000000001,2,6.6,0.08688756925195,0.0952655589070002,0.0362784378819594,0.00649484691164677,0.1
-0.0999999999999996,3.4,-1.4,0.6,7.5,-0.000866888379059905,-0.01209042553474,0.0289741446842999,0.00581723349134645,0
0,-0.5,3.8,1.6,7.6,-0.02374648147762,0.02178583729351,-0.0135797483280395,0.00927833227715749,0.2
-0.100000000000001,0.9,-4.1,0.5,7.7,-0.0485234367467502,-0.0480422259566402,-0.00695578574796052,0.00646456834275925,0.0999999999999999
-0.0999999999999996,1.1,-0.799999999999997,2.3,7.3,0.0706346102298503,0.0289824872958202,-0.0770597826814292,0.0194190075952693,-0.2
0,1.9,3.1,2.1,8.2,-0.0143258993633699,-0.0338613979212701,0.0124310283558895,0.00919253827379557,0.1
-0.0999999999999996,-4.1,-1.3,0,8.8,-0.0238960085992304,0.05724369093618,0.0241088959428897,0.00758403593117016,0.9
0,-0.1,3.4,-0.6,6.4,0.03089998041172,-0.0297031074675802,-0.0687015423945496,0.0117652615441646,0.0999999999999996
-0.100000000000001,2.2,-3.2,0.6,5.3,0.0128348218768202,-0.00879705467845993,-0.0598408955518899,0.0114303429291895,0
0,-3.9,2.6,-0.6,6.1,-0.0241469840069302,0.0165781119553103,0.0802300090968195,0.00923455404286449,-0.0999999999999996
-0.0999999999999996,-3.6,1.9,0,5.4,0.00311386997897012,-0.0139920256727302,-0.0310170493583,0.00959486392360834,0.0999999999999996
0,0.1,1.5,0.8,4.9,0.000587495338999933,-0.0052470908231399,0.0264073621424501,0.00553997330870969,0
-0.100000000000001,0.9,-4.9,1,5.1,-0.02504337329934,-0.0389377675047902,0.0137654037411101,0.00446049214498304,0.1
0,1.3,1.9,-0.3,4.3,0.00318880695607993,0.10716884442328,-0.0311374151665795,0.00557580126598423,0
-0.0999999999999996,-0.9,-2.3,-0.6,1,0.0448432699032701,-0.0635081800646198,-0.13848750922025,0.019770145821808,0.3
0,-0.3,1.1,-0.6,-1.4,-0.00105727086303009,-0.00327409988052008,-0.10686373884031,0.0122547494097098,0.2
0,2.4,-6,-2.2,-3.2,-0.0123701033811097,0.0190236334209799,0.0270884076650795,0.0151067388216938,-0.1
-0.0999999999999996,-0.9,2.6,-2.1,-6.3,0.00404145100090991,0.0122382349342702,-0.0124024074465803,0.00842023331551908,-0.2
0,2.3,-2,-1.4,-5.2,0.0391889164531998,-0.0184435967349801,0.00238661932175077,0.00823748249920611,0.6
0,-2.3,-1.2,-2.5,-9.9,-0.0380438102027099,0.00386709757010006,0.0186643855746293,0.015766387701426,-0.3
-0.100000000000001,-3.1,1.8,-4.2,-9.9,-0.01113302805358,-0.0298226042627903,0.0946916944685299,0.0103211029090142,0.3
0,-0.5,-1.1,-2.9,-5.3,0.0173128333655401,0.0111735189350401,0.0713820694775604,0.00943669296658986,-0.1
0,0.5,-1,-5.8,-7.9,-0.0129086732111601,0.0200155927615802,0.00557476197368967,0.00938652732953018,0.1
0,-2.8,-1.2,-4.9,-5.9,0.0390030206188898,-0.02799131736244,0.0050868553618999,0.00649154893048544,0.2
-0.0999999999999996,-1.1,-5.1,-5.6,-5.9,-0.0465231895634801,0.0365045412086897,-0.0294830579682195,0.00612708412534213,1.1
0,2,5.9,-6,-8.1,0.0229970429384401,-0.0110263381235201,0.00863295843033018,0.00488303175980152,0.0999999999999996
0,-4.4,2.3,-4.9,-8.9,-0.000214623969109873,-0.0143899684898199,-0.00559152924236006,0.0127965006449538,-0.199999999999999
0,-0.6,-4.2,-4.2,-8,0.0332752235245599,0.07990853230016,-0.0322529879817504,0.00309772432946061,0.0999999999999996
0,2,2.8,-6.3,-10.4,-0.0277829539151297,-0.0970096791246702,0.00472223059915056,0.0056636185734201,0.3
0,-0.5,-1.3,-4.1,-9.4,-0.0283490775597603,0.0229652419395001,0.000938183280199567,0.00865880125108324,0.100000000000001
-0.100000000000001,-1.6,-0.199999999999999,-4.6,-8.8,0.00638553267477038,-0.02177718769099,0.0108618991788099,0.00707060813145782,-0.800000000000001
0,2.1,-0.800000000000001,-3.4,-9.2,0.01106251694533,0.00884204371679997,0.0639075991714906,0.00672843271785622,0.300000000000001
0,-3.2,1,-3.5,-9.9,-0.0401461094639903,0.00685344548632028,0.0311820029730896,0.00439350360999463,-0.2
0,-3,-4.5,-5.5,-9.1,0.0235119448192802,-0.0153767968160103,-0.0150396223186604,0.0045817525837769,0.2
0,2.6,0.800000000000001,-4.3,-8.9,0.01737668101189,0.0370398486094201,0.0327788136102107,0.00591713588645673,-0.2
0,0,1.9,-6.1,-8.4,-0.0583047196436501,-0.0128174093012201,0.01191299065054,0.0057836491796919,-0.2
0,-3.4,-6,-5.5,-4.9,0.0611981603959801,-0.0327227567969097,-0.0480125051387299,0.00615910118913229,-0.9
0.100000000000001,-2.1,1.4,-8.2,-4.8,-0.0307040406697801,0.00513689713440968,-0.05010234488664,0.00908761052965029,0.4
0,0.699999999999999,0.6,-5.7,-3.5,-0.0272451114487402,-0.0125245323510996,-0.0411692537439103,0.0109022597314926,-0.1
0.0999999999999996,0.400000000000002,-3,-7.7,-3.6,0.0537705049349602,0.0469890885578197,0.0222966706919001,0.0104470415796292,-0.4
0,-2.8,-3,-7.4,-5.2,-0.0819740643145299,-0.0611026330473199,-0.0465998272794499,0.0102747418951543,-0.1
0.100000000000001,0.899999999999999,-4.2,-12.9,-7.7,0.00492111952267971,-0.0296763697758,0.0164770092820401,0.00562772270803635,-0.3
0,3.9,6.8,-13.3,-9.5,0.0226173612278302,0.0226171303556799,0.0309602496580199,0.00535228751455944,-0.1
0.0999999999999996,-0.4,-1.2,-12.5,-7,-0.03033077307001,-0.01216304594712,0.0211503410143896,0.00535546616330194,-0.1
0.0999999999999996,2.7,-1.3,-13.4,-7.4,-0.0203261131394199,-0.00881907444181973,0.0408326211115302,0.00551092939312827,-0.1
0.100000000000001,-5.1,-2,-13.4,-10.8,0.0453861697625397,0.0144993446814197,0.0341220051265898,0.00657329458844416,0
0.0999999999999996,-0.5,1,-13.7,-10.2,-0.00360963897897992,-0.02551745067171,-0.0178143793234602,0.0057642934863401,0
0.100000000000001,0.5,0.0999999999999996,-14.4,-12.6,-0.00276063073475008,-0.00273774476796973,-0.0175294520847498,0.00638037754075405,-0.2
0,0.699999999999999,-0.3,-13.6,-11.6,0.00391906021360011,-0.0299601598999999,0.0540353610561599,0.00520307670080475,0.1
0.0999999999999996,-0.5,-0.8,-12.4,-12.3,0.0120523576438498,0.0128154902844098,0.0379666577099105,0.00674247645140118,-0.2
0.0999999999999996,-1.5,4.6,-13.5,-8.5,0.0550616331932701,0.07914860802792,0.0696262321725394,0.00645747999103956,-0.2
0,-1.3,-4.1,-11.8,-6.8,-0.00425037501953973,-0.0222194457526199,-0.0506936696131897,0.00888769768008193,0.0999999999999999
0.100000000000001,0.900000000000002,4.5,-11.3,-9.2,-0.0133562974605601,0.00741195926305993,0.0917358326510298,0.00689722265779755,-0.2
0,1.2,2.1,-12.6,-5.3,0.000221366072379769,-0.0712526748547799,5.21580388701537e-05,0.0103143127915491,0
0,1.3,-2.5,-12.6,-7.9,0.01267024619594,-0.00581453700059997,0.0818178136797103,0.00736828990288785,0.7
0.0999999999999996,-0.900000000000002,1.1,-9.7,-6.7,0.00190657072120004,0.0268913006496199,0.0536909316826897,0.00815773567955512,0.6
0,-0.5,-1.9,-7.4,-5.8,0.0461131844896503,0.07291167826155,-0.0472197888199402,0.00989254909915083,-0.1
0,3.7,0.199999999999999,-7.1,-4.7,-0.01451525069846,-6.22604129398852e-05,-0.0472818363050802,0.0108950897679627,-0.1
0.100000000000001,-0.200000000000001,-2.2,-5.3,-3,-0.00785327646430023,-0.0195350532902903,0.0207602941855507,0.00820512899144058,0.1
0,2.3,3.7,-5.3,-1.3,0.00857836908511,-0.00380929723124002,-0.0310983364905502,0.00680570861278549,0.1
0.0999999999999996,1.5,5.3,-3,-2.4,0.00238707256592008,0.0354281875960902,-0.0412615617379304,0.010684725145475,-0.3
0.0999999999999996,2.7,-5.5,-0.3,-2.1,0.0142612285084698,-0.0136734916988202,0.0587630865516706,0.00614879859880168,-0.1
0.100000000000001,1.1,-0.5,0.1,-0.4,-0.00917238216323968,0.01444968653683,0.0226883194661598,0.00706450053501314,0.1
0.0999999999999996,-1,2.2,1.5,0.3,-0.0292225098835801,-0.00736116575982004,-0.04975795830231,0.00611369836428833,0.0999999999999996
0.100000000000001,-1.5,-3,1.8,-0.2,0.0585265248005902,0.0140933377254604,0.0245228314847994,0.00923754913930653,-0.3
0.0999999999999996,1,-2,1.6,0.9,-0.0117786307580601,0.0116729386253396,-0.00519001000742936,0.00704926251627819,0.1
0.2,-0.700000000000001,2.2,2.3,-0.6,0.0249988147367697,0.00419610598165043,0.0158445877281901,0.00500842682220476,-0.2
0.0999999999999996,1.4,-2.7,2,-0.3,0.0200552105475804,0.0315821734395998,-0.01723374586697,0.00564071480228464,0
0.2,-4.2,-0.8,2.3,2.3,0.0480513033450096,0.0467969430222999,-0.00614895047898045,0.00394648307330489,-0.1
0.0999999999999996,0.299999999999999,-3.1,3.4,1.6,-0.01799389910687,-0.0282696809776799,-0.0411151318040295,0.00726679342956037,0
0.0999999999999996,1.2,6.1,2.4,-0.5,-0.0330184418663597,0.00757556722293007,0.0562472555467393,0.00369043451963672,-0.2
0.100000000000001,2.3,-0.6,1.4,1.4,0.0301199652362798,0.0288297237364201,0.0362396978897204,0.00618745328797329,0
0.0999999999999996,-2.9,4,-0.4,-0.7,0.0326042541268099,0.0247934091100896,0.00471316635499974,0.00437531952538341,-0.3
0,4.5,-4,0.5,-1.4,-0.00091723983597003,-0.01207996799871,0.0568772591009203,0.00756420776422026,-0.3
0,0.3,-2.1,-0.8,0.4,0.0305930506804204,0.0260954243270803,-0.00146757621614046,0.00501364152684502,0
0,0.0999999999999996,4.5,-1,-1.3,-0.10886547330447,-0.0923815644201,0.00946352888302027,0.00608332245828044,-0.2
0,1.7,-4.4,-1.9,2.1,0.0264012135157397,0.00432927095023006,-0.02674750220174,0.00710102947699818,0.3
0,-2.6,2.7,-0.3,1.5,0.00366907399229044,-0.00384499732085031,0.0527132664360099,0.00520490086122608,0.0999999999999999
-0.0999999999999996,-2.2,4.4,-0.7,-0.6,-0.0708454455602201,-0.0185328486877596,0.0176393305934903,0.00589084483950973,0.2
0,-0.300000000000001,-1,-1.6,-0.9,-0.0793632980058501,-0.0563495430654304,0.0325176706563495,0.00681686553992398,-0.0999999999999999
-0.100000000000001,3,-0.199999999999999,-2.9,-1.4,0.1531276404159,0.03674330398862,0.0155446924525906,0.00688228919115201,0.2
-0.0999999999999996,3.7,-2.2,-2.7,-5.5,0.15755096387456,0.20596747097673,0.0260977062668895,0.00627746615144367,0
-0.0999999999999996,3.7,3.8,-4.5,-4.4,-0.00157386717122021,-0.00930419927803028,0.0392193767871403,0.00617325602576546,0
-0.0999999999999996,-1.7,-3.8,-3.7,-2.4,-0.02173342876966,-0.0105744496735301,0.0300092735214399,0.00616676525934142,-0.2
-0.100000000000001,1.3,3.6,-3.4,-3.2,-0.0334146640244901,-0.0121708280221897,-0.0130541434956895,0.00627022291489655,0.4
-0.0999999999999996,-4.7,-0.700000000000001,-3.3,-1.2,0.0101775641262503,0.00439951233929969,-0.0473681417813303,0.0108823192997962,-0.3
-0.100000000000001,2.1,-2.6,-1.8,-2.4,0.0232864501028001,-0.00957638469388966,0.0293945921522898,0.00838436666734361,0.1
-0.0999999999999996,0.9,5.2,-2.8,-2.4,-0.00724519756774011,0.0283938465329601,0.0370785189965304,0.00571231820468723,0.4
-0.0999999999999996,-1.5,-0.600000000000001,-4.1,2,0.0108963725371201,0.00777742034479001,-0.00219982877622016,0.00674471425078449,-0.1
-0.100000000000001,4.7,4.8,-2.2,-0.4,-0.0144663449731199,0.0108030341660896,0.0906752621420699,0.00620164468894819,0.2
-0.0999999999999996,-2.1,-3.5,-1.7,0.5,-0.00674147138292014,0.0234354349678001,0.0280126247716703,0.0109495913568246,-0.2
-0.100000000000001,0.5,0.300000000000001,-1,3.9,0.01819970065399,-0.000480357983819957,0.0403060212300197,0.00973593122959008,-0.0999999999999996
-0.0999999999999996,0.7,4.8,0.1,4.3,0.0339120873923697,0.0166331692608499,0.0854784486128999,0.00872404453083863,-0.2
-0.0999999999999996,1.5,0.399999999999999,1.3,3.7,0.0210501205299503,0.00368943273960998,-0.00281190072283977,0.0155109619145987,-0.2
-0.100000000000001,-0.4,-1.3,0.8,6.5,0.00118925272116988,0.0234044680473802,0.0285761605593802,0.0161793683996619,0.4
-0.0999999999999996,-5.4,-0.0999999999999979,2.2,4.1,0.00404566530179018,-0.0171682514418299,0.0332798900692399,0.00909402262762955,0
-0.100000000000001,3.8,-0.700000000000003,2.2,4.4,0.00615248326838991,0.00958996284225,0.0903170565586295,0.00683758418263732,0.0999999999999996
-0.0999999999999996,3.1,-0.0999999999999979,3.8,6,0.01763634494574,0.00590478143737005,0.12893228555305,0.0132617784469574,0.3
-0.0999999999999996,-1.3,0.5,4,4.3,0.00402380777777012,0.0256952950448697,-0.12711998600025,0.0216723774440477,0
-0.100000000000001,1.3,-1.5,5.1,5.6,-0.00785858906743986,-0.00350680593370978,0.0489438865888898,0.0159315535948472,-0.3
-0.0999999999999996,3.2,4.2,4.9,5.2,0.0177810313462299,0.00161813428840984,-0.0689258655187199,0.0223697428531132,0.2
-0.100000000000001,5.6,2.3,4.5,4.7,0.00433635800280996,0.02080468687755,0.0250206662914003,0.0152299621077181,-0.2
-0.199999999999999,-3.7,-2,5.7,7.5,0.00654237220097986,0.00634604319118992,0.0386908883485493,0.0160587360863612,-0.5
