"pub_date","L2_LRHUTTTT","L1_BCCI","L1_BRCI","L1_BSCI","L1_CSCICP02","L3_XTEXVA01","L3_XTIMVA01","L1_AEX","L1_AEXVLT","inflation","Perioden","Prijsindex_5","buildpermits","faillisementen","Consumentenvertrouwen_1","EconomischKlimaat_2","Koopbereidheid_3","EconomischeSituatieLaatste12Maanden_4","EconomischeSituatieKomende12Maanden_5","FinancieleSituatieLaatste12Maanden_6","FinancieleSituatieKomende12Maanden_7","GunstigeTijdVoorGroteAankopen_8","dax","cac40","ftse","sp500","fin_stress","GAS_EU","OIL_BRENT","GOLD","Short_interest","Long_interest"
"1990-03-15",6.3,4.5,26.6,0.6,5.3,2.74199995122519,2.68105897632225,5.33117469619373,0.0114303429291895,2.3,"1990MM03",82.3,3261,327,-14,-34,0,-54,-14,5,4,-8,7.58413771320935,7.58680353516258,7.71775168259505,5.82876913863108,0.0594,"1,58","31,02","1715,91",8.8,8.98
"1990-04-15",6.3,0.6,29.2,-0.6,6.1,2.71785296721826,2.69763708827756,5.41140470529055,0.00923455404286449,2.2,"1990MM04",82.4,3346,270,-9,-24,1,-45,-3,5,4,-7,7.50268858679884,7.62364194651157,7.65131031565812,5.80151392624799,0.0417,"1,75","39,93","1732,22",8.57,8.89
"1990-05-15",6.2,-3,31.1,0,5.4,2.72096683719723,2.68364506260483,5.38038765593225,0.00959486392360834,2.3,"1990MM05",82.5,3230,318,-5,-16,1,-38,7,5,6,-6,7.51572028544938,7.65302041380419,7.76008336553707,5.8895149049859,0.0411,"1,80","42,81","1846,51",8.48,8.95
"1990-06-15",6.2,-2.9,32.6,0.8,4.9,2.72155433253623,2.67839797178169,5.4067950180747,0.00553997330870969,2.3,"1990MM06",82.5,3450,284,-4,-12,2,-35,12,4,7,-6,7.54150804158948,7.6182510978767,7.77258432235704,5.88058882007569,0.0666,"2,86","44,26","1968,63",8.36,8.96
"1990-07-15",6.1,-2,27.7,1,5.1,2.69651095923689,2.6394602042769,5.42056042181581,0.00446049214498304,2.4,"1990MM07",82.6,3701,276,0,-4,2,-26,19,2,9,-6,7.56160016594121,7.58324752430336,7.75199129291443,5.87535197328688,0.0481,"3,95","41,09","1921,92",8.27,8.74
"1990-08-15",6.1,-0.7,29.6,-0.3,4.3,2.69969976619297,2.74662904870018,5.38942300664923,0.00557580126598423,2.4,"1990MM08",82.4,2759,270,1,0,1,-18,18,2,10,-7,7.39142140604966,7.43248380791712,7.6791589800842,5.77628915787411,0.1116,"4,89","40,47","1900,27",8.54,8.99
"1990-09-15",6,-1.6,27.3,-0.6,1,2.74454303609624,2.68312086863556,5.25093549742898,0.019770145821808,2.7,"1990MM09",82.5,3132,321,6,13,2,-2,28,2,12,-8,7.19141425462154,7.3125534981026,7.59599039064678,5.72374844741134,0.0732,"4,84","43,23","1866,30",8.51,9.16
"1990-10-15",6,-1.9,28.4,-0.6,-1.4,2.74348576523321,2.67984676875504,5.14407175858867,0.0122547494097098,2.9,"1990MM10",82.6,3329,331,12,26,4,15,36,3,12,-5,7.26857163542142,7.40549566319947,7.62574142670411,5.71702770140622,0.0515,"5,86","49,87","1858,42",8.51,9.19
"1990-11-15",6,0.5,22.4,-2.2,-3.2,2.7311156618521,2.69887040217602,5.17116016625375,0.0151067388216938,2.8,"1990MM11",82.7,3073,303,10,21,2,12,30,2,10,-5,7.27001356919355,7.38087903556412,7.67294396697286,5.77523454585126,0.037,"7,27","54,55","1866,98",8.82,9.13
"1990-12-15",5.9,-0.4,25,-2.1,-6.3,2.73515711285301,2.71110863711029,5.15875775880717,0.00842023331551908,2.6,"1990MM12",82.6,2648,211,9,19,2,13,24,1,9,-4,7.2365912735801,7.31920245876785,7.67019528603803,5.79975910270032,0.04,"6,16","61,96","1808,17",9.4,9.06
"1991-01-15",5.9,1.9,23,-1.4,-5.2,2.77434602930621,2.69266504037531,5.16114437812892,0.00823748249920611,3.2,"1991MM01",83.6,2843,324,3,8,0,1,14,-1,7,-5,7.25922874244552,7.36518012602101,7.68262070832527,5.84043812699907,0.0633,"6,13","65,19","1718,23",9.42,9.15
"1991-02-15",5.9,-0.4,21.8,-2.5,-9.9,2.7363022191035,2.69653213794541,5.17980876370355,0.015766387701426,2.9,"1991MM02",83.7,2632,319,2,7,-1,-1,15,-4,6,-6,7.35528957218496,7.4730690880322,7.77523380542833,5.90555258551485,0.0513,"7,15","64,77","1760,04",9.1,8.64
"1991-03-15",5.8,-3.5,23.6,-4.2,-9.9,2.72516919104992,2.66670953368262,5.27450045817208,0.0103211029090142,3.2,"1991MM03",83.6,2758,337,8,16,2,10,23,-1,10,-3,7.3233818811255,7.50439155916124,7.8064928516087,5.92751252386876,0.04,"8,91","68,04","1850,26",9.13,8.66
"1991-04-15",5.8,-4,22.5,-2.9,-5.3,2.74248202441546,2.67788305261766,5.34588252764964,0.00943669296658986,3.1,"1991MM04",83.8,2894,290,12,23,5,19,26,3,12,0,7.38204346327396,7.48380668766583,7.81851069971795,5.92783227210635,0.0936,"10,30","73,07","1834,57",9.19,8.57
"1991-05-15",5.8,-3.5,21.5,-5.8,-7.9,2.7295733512043,2.69789864537924,5.35145728962333,0.00938652732953018,3.2,"1991MM05",83.9,3127,343,11,18,6,16,20,3,12,1,7.44305493203628,7.52929906700101,7.82384599085363,5.96571071221179,0.039,"12,51","74,39","1807,84",9.13,8.59
"1991-06-15",5.8,-6.3,20.3,-4.9,-5.9,2.76857637182319,2.6699073280168,5.35654414498523,0.00649154893048544,3.4,"1991MM06",83.9,3169,315,12,20,7,18,21,5,11,4,7.39248123842458,7.46599868334416,7.78937176714263,5.91663324635164,0.0825,"15,43","70,02","1785,28",9.15,8.64
"1991-07-15",5.7,-7.4,15.2,-5.6,-5.9,2.72205318225971,2.70641186922549,5.32706108701701,0.00612708412534213,4.5,"1991MM07",83.9,3484,336,9,14,6,13,15,4,12,3,7.38974308463705,7.47005315319209,7.85894974572547,5.9605155226686,0.0537,"22,84","74,60","1775,14",9.17,8.82
"1991-08-15",5.7,-5.4,21.1,-6,-8.1,2.74505022519815,2.69538553110197,5.33569404544734,0.00488303175980152,4.6,"1991MM08",83.9,2937,287,10,13,8,14,12,7,13,4,7.40845784000767,7.53064095278474,7.88069094110659,5.97997376187032,0.0882,"31,05","83,65","1776,85",9.34,8.84
"1991-09-15",5.7,-9.8,23.4,-4.9,-8.9,2.74483560122904,2.68099556261215,5.33010251620498,0.0127965006449538,4.4,"1991MM09",84.1,3175,302,14,19,10,19,20,9,15,6,7.38117180952407,7.53934614108109,7.871578222677,5.96064441200076,0.0584,"27,62","80,77","1821,76",9.3,8.77
"1991-10-15",5.7,-10.4,19.2,-4.2,-8,2.7781108247536,2.76090409491231,5.29784952822323,0.00309772432946061,4.5,"1991MM10",84,3434,453,14,18,11,17,19,9,15,7,7.36503455846454,7.52655597102252,7.85010354517558,5.9724091716775,0.0589,"38,03","74,31","1790,43",9.33,8.72
"1991-11-15",5.7,-8.4,22,-6.3,-10.4,2.75032787083847,2.66389441578764,5.30257175882238,0.0056636185734201,4.8,"1991MM11",83.9,3074,419,17,25,12,23,26,10,17,9,7.35950586731482,7.46146793538473,7.79160544018871,5.92751252386876,0.0909,"28,26","85,53","1816,02",9.42,8.75
"1991-12-15",5.7,-8.9,20.7,-4.1,-9.4,2.72197879327871,2.68685965772714,5.30350994210258,0.00865880125108324,4.9,"1991MM12",83.9,2886,350,17,24,11,23,25,10,17,8,7.36344444971992,7.47630246355772,7.82128223420417,6.03330201706942,0.111,"27,23","95,76","1856,30",9.7,8.72
"1992-01-15",5.6,-10.5,20.5,-4.6,-8.8,2.72836432595348,2.66508247003615,5.31437184128139,0.00707060813145782,4.1,"1992MM01",85.1,2695,358,11,16,7,12,19,5,13,3,7.42993615771822,7.53652395173503,7.85212797599285,6.01317711102742,0.1056,"42,39","115,59","1947,83",9.55,8.39
"1992-02-15",5.6,-8.4,19.7,-3.4,-9.2,2.73942684289881,2.67392451375295,5.37827944045288,0.00672843271785622,4.4,"1992MM02",85.3,3112,351,9,13,6,10,16,5,11,2,7.46551792805876,7.59256783485246,7.8485825518169,6.022720966337,0.076,NA,NA,NA,9.6,8.3
"1992-03-15",5.6,-11.6,20.7,-3.5,-9.9,2.69928073343482,2.68077795923927,5.40946144342597,0.00439350360999463,4.2,"1992MM03",85.4,3407,414,4,1,5,-1,3,4,11,1,7.44911979309007,7.57167961322103,7.79979434107541,6.00064726273036,0.0441,NA,NA,NA,9.61,8.31
"1992-04-15",5.6,-14.6,16.2,-5.5,-9.1,2.7227926782541,2.66540116242326,5.39442182110731,0.0045817525837769,4.4,"1992MM04",85.7,3037,441,-2,-13,4,-13,-12,2,9,1,7.45477201166614,7.61633278538118,7.88386092995194,6.02815806046253,0.0242,NA,NA,NA,9.5,8.31
"1992-05-15",5.6,-12,17,-4.3,-8.9,2.74016935926599,2.70244101103268,5.42720063471752,0.00591713588645673,4.2,"1992MM05",85.6,3007,378,-4,-19,6,-19,-20,5,11,2,7.49906904135642,7.61741539201505,7.90381794870191,6.02912155297995,0.0307,NA,NA,NA,9.52,8.32
"1992-06-15",5.6,-12,18.9,-6.1,-8.4,2.68186463962234,2.68962360173146,5.43911362536806,0.0057836491796919,4,"1992MM06",85.6,3817,374,0,-10,6,-12,-9,5,13,1,7.4701956175446,7.54992489214962,7.83249023827194,6.01161028869166,0.0203,NA,NA,NA,9.52,8.3
"1992-07-15",5.6,-15.4,12.9,-5.5,-4.9,2.74306280001832,2.65690084493455,5.39110112022933,0.00615910118913229,3.1,"1992MM07",85.6,3434,421,4,-2,8,-4,0,6,15,4,7.38305112347041,7.47005315319209,7.78305737647582,6.05022859549553,0.0466,NA,NA,NA,9.58,8.34
"1992-08-15",5.7,-17.5,14.3,-8.2,-4.8,2.71235875934854,2.66203774206896,5.34099877534269,0.00908761052965029,3.5,"1992MM08",85.7,2878,315,9,7,10,4,10,7,18,6,7.33300338739649,7.42946150808851,7.74612775392276,6.02593843201971,0.0965,NA,NA,NA,9.82,8.36
"1992-09-15",5.7,-16.8,14.9,-5.7,-3.5,2.6851136478998,2.64951320971786,5.29982952159878,0.0109022597314926,3.4,"1992MM09",85.7,3199,514,9,7,11,3,10,8,18,6,7.2930788792606,7.45974201153864,7.84502441724148,6.03500281990506,0.2042,NA,NA,NA,9.35,8.04
"1992-10-15",5.8,-16.4,11.9,-7.7,-3.6,2.73888415283476,2.69650229827568,5.32212619229068,0.0104470415796292,3,"1992MM10",85.7,3125,506,12,13,11,10,17,9,20,5,7.3063166470229,7.4630187659528,7.88544211808954,6.03710688749309,0.1503,NA,NA,NA,8.74,7.65
"1992-11-15",5.8,-19.2,8.9,-7.4,-5.2,2.65691008852023,2.63539966522836,5.27552636501123,0.0102747418951543,2.9,"1992MM11",85.7,2814,464,17,24,12,19,28,8,22,7,7.34285685298261,7.47952548692409,7.92977447639038,6.06691983967239,0.1257,NA,NA,NA,8.78,7.51
"1992-12-15",5.9,-18.3,4.7,-12.9,-7.7,2.66183120804291,2.60572329545256,5.29200337429327,0.00562772270803635,2.6,"1992MM12",85.6,2565,509,15,20,11,18,23,8,20,5,7.33851772996518,7.5271482973287,7.95384544839114,6.07697686482071,0.0624,NA,NA,NA,8.66,7.4
"1993-01-15",5.9,-14.4,11.5,-13.3,-9.5,2.68444856927074,2.62834042580824,5.32296362395129,0.00535228751455944,2.5,"1993MM01",86.7,2578,454,14,21,9,21,21,6,18,3,7.36140086639206,7.47997696396395,7.93994280687512,6.08399814572888,0.1056,NA,NA,NA,8.11,7.128
"1993-02-15",6,-14.8,10.3,-12.5,-7,2.65411779620073,2.61617737986112,5.34411396496568,0.00535546616330194,2.4,"1993MM02",86.7,2627,461,17,26,10,26,26,8,20,4,7.42656098899297,7.59271904203275,7.96137020171951,6.09442720117851,0.0762,NA,NA,NA,8.09,6.866
"1993-03-15",6.1,-12.1,9,-13.4,-7.4,2.63379168306131,2.6073583054193,5.38494658607721,0.00551092939312827,2.3,"1993MM03",87.1,3049,639,19,27,13,26,28,11,20,7,7.4246663285278,7.61648050131991,7.9650940653726,6.11295185442134,0.0374,NA,NA,NA,7.6,6.563
"1993-04-15",6.2,-17.2,7,-13.4,-10.8,2.67917785282385,2.62185765010072,5.4190685912038,0.00657329458844416,2.3,"1993MM04",87.8,2767,507,21,29,16,32,26,14,21,13,7.39438858792795,7.56992765524265,7.9420423918085,6.08720645743374,0.0262,NA,NA,NA,7.53,6.596
"1993-05-15",6.3,-17.7,8,-13.7,-10.2,2.67556821384487,2.59634019942901,5.40125421188034,0.0057642934863401,2.3,"1993MM05",87.8,2846,496,22,31,17,35,27,14,23,12,7.39462214683406,7.54364401475803,7.9518057624688,6.10966972129892,0.0516,NA,NA,NA,7.07,6.67
"1993-06-15",6.4,-17.2,8.1,-14.4,-12.6,2.67280758311012,2.59360245466104,5.38372475979559,0.00638037754075405,2.1,"1993MM06",88,3375,557,24,35,17,39,30,14,24,12,7.43893047103305,7.58675283610864,7.97246601597457,6.11042466479652,0.0822,NA,NA,NA,6.73,6.59
"1993-07-15",6.4,-16.5,7.8,-13.6,-11.6,2.67672664332372,2.56364229476104,5.43776012085175,0.00520307670080475,2.2,"1993MM07",88.2,3332,569,24,33,18,38,27,16,24,15,7.50827714256576,7.64295564879096,7.98156244873128,6.10508337978873,0.0471,NA,NA,NA,6.55,6.43
"1993-08-15",6.5,-17,7,-12.4,-12.3,2.68877900096757,2.57645778504545,5.47572677856166,0.00674247645140118,2,"1993MM08",88.4,2908,508,25,33,20,38,28,17,24,17,7.56624890363036,7.70368465418511,8.03915739047324,6.13893582119954,0.0466,NA,NA,NA,6.36,6.178
"1993-09-15",6.6,-18.5,11.6,-13.5,-8.5,2.74384063416084,2.65560639307337,5.5453530107342,0.00645747999103956,1.8,"1993MM09",88.2,2969,586,24,33,19,38,27,17,24,17,7.55497892216913,7.65662099464289,8.0187900876488,6.12889767702445,0.0616,NA,NA,NA,6.35,5.975
"1993-10-15",6.6,-19.8,7.5,-11.8,-6.8,2.7395902591413,2.63338694732075,5.49465934112101,0.00888769768008193,1.9,"1993MM10",87.8,3030,504,24,31,20,36,26,19,24,17,7.63287581043288,7.68799716639302,8.06180227453835,6.14810495336175,0.0329,NA,NA,NA,6.3,5.825
"1993-11-15",6.7,-18.9,12,-11.3,-9.2,2.72623396168074,2.64079890658381,5.58639517377204,0.00689722265779755,1.7,"1993MM11",87.9,2997,596,25,33,20,38,28,17,25,17,7.62701841090019,7.65449066515531,8.06050843957996,6.13511026079401,0.0592,NA,NA,NA,5.96,5.806
"1993-12-15",6.7,-17.7,14.1,-12.6,-5.3,2.72645532775312,2.56954623172903,5.58644733181091,0.0103143127915491,1.7,"1993MM12",88,3033,551,26,34,20,38,31,16,26,17,7.721033864065,7.7267418227782,8.13692785576199,6.14515085957704,0.0524,NA,NA,NA,5.6,5.682
"1994-01-15",6.7,-16.4,11.6,-12.6,-7.9,2.73912557394906,2.56373169472843,5.66826514549062,0.00736828990288785,2.4,"1994MM01",88.7,2587,535,25,33,20,39,28,20,26,14,7.69284337793623,7.75551013578771,8.15817265553433,6.17713462748308,0.0448,NA,NA,NA,5.22,5.607
"1994-02-15",6.8,-17.3,12.7,-9.7,-6.7,2.74103214467026,2.59062299537805,5.72195607717331,0.00815773567955512,3,"1994MM02",88.7,2820,534,26,34,21,42,27,21,27,15,7.65123428711852,7.71338261441322,8.11015687890953,6.14662902996703,0.0609,NA,NA,NA,5.29,5.865
"1994-03-15",6.8,-17.8,10.8,-7.4,-5.8,2.78714532915991,2.6635346736396,5.67473628835337,0.00989254909915083,2.9,"1994MM03",89,3053,686,27,36,21,43,29,19,27,16,7.66990594303939,7.64103617020934,8.03476061051064,6.09980309929063,0.1146,NA,NA,NA,5.32,6.29
"1994-04-15",6.8,-14.1,11,-7.1,-4.7,2.77263007846145,2.66347241322666,5.62745445204829,0.0108950897679627,2.8,"1994MM04",89.3,2960,497,31,43,23,51,35,22,28,20,7.71980043342378,7.68063742756094,8.0472855731863,6.1112677711692,0.0893,NA,NA,NA,5.3,6.544
"1994-05-15",6.9,-14.3,8.8,-5.3,-3,2.76477680199715,2.64393735993637,5.64821474623384,0.00820512899144058,2.9,"1994MM05",89.4,3316,432,31,42,24,50,34,22,27,24,7.66731738538073,7.61574182156196,7.9964855677958,6.12358870003502,0.061,NA,NA,NA,5.13,6.752
"1994-06-15",6.9,-12,12.5,-5.3,-1.3,2.77335517108226,2.64012806270513,5.61711640974329,0.00680570861278549,3,"1994MM06",89.4,3616,621,33,43,26,51,34,24,28,27,7.61127348209011,7.54538974961182,7.97906486839569,6.09643246098858,0.0609,NA,NA,NA,5.05,7.113
"1994-07-15",7,-10.5,17.8,-3,-2.4,2.77574224364818,2.67555625030122,5.57585484800536,0.010684725145475,2.7,"1994MM07",89.6,3530,463,33,42,28,51,33,24,29,30,7.67424117993323,7.6377164326648,8.03352870739245,6.12743672994142,0.0895,NA,NA,NA,4.92,6.905
"1994-08-15",7.1,-7.8,12.3,-0.3,-2.1,2.79000347215665,2.6618827586024,5.63461793455703,0.00614879859880168,2.6,"1994MM08",89.7,3057,602,33,41,27,49,33,25,28,29,7.69943022463525,7.63486905646894,8.08681021036314,6.16434583073206,0.0711,NA,NA,NA,4.97,7.121
"1994-09-15",7.2,-6.7,11.8,0.1,-0.4,2.78083108999341,2.67633244513923,5.65730625402319,0.00706450053501314,2.7,"1994MM09",89.8,2959,548,30,37,26,46,27,23,27,28,7.60205182327046,7.53865467213609,8.01509604634868,6.13710048948806,0.0812,NA,NA,NA,5.07,7.488
"1994-10-15",7.3,-7.7,14,1.5,0.3,2.75160858010983,2.66897127937941,5.60754829572088,0.00611369836428833,2.8,"1994MM10",90.1,3156,473,24,22,25,36,8,24,23,28,7.63122799592321,7.55260464842199,8.03831829735361,6.15772024913674,0.0727,NA,NA,NA,5.2,7.551
"1994-11-15",7.4,-9.2,11,1.8,-0.2,2.81013510491042,2.68306461710487,5.63207112720568,0.00923754913930653,2.5,"1994MM11",90.2,2870,622,14,0,22,21,-20,23,19,25,7.6291400150496,7.58877928188614,8.0331392864555,6.11741415081198,0.0742,NA,NA,NA,5.23,7.536
"1994-12-15",7.5,-8.2,9,1.6,0.9,2.79835647415236,2.69473755573021,5.62688111719825,0.00704926251627819,2.6,"1994MM12",90.5,2853,451,11,-5,21,15,-25,22,20,23,7.64850621067801,7.53966512402369,8.02796596720274,6.12963824849082,0.0575,NA,NA,NA,5.42,7.587
"1995-01-15",7.7,-8.9,11.2,2.3,-0.6,2.82335528888913,2.69893366171186,5.64272570492644,0.00500842682220476,2.4,"1995MM01",92.3,2728,514,13,-2,23,16,-21,23,22,24,7.61323606003186,7.49437460948116,8.003563672961,6.15362594123154,0.0621,NA,NA,NA,5.18,7.709
"1995-02-15",7.8,-7.5,8.5,2,-0.3,2.84341049943671,2.73051583515146,5.62549195905947,0.00564071480228464,2.4,"1995MM02",92.4,2602,453,13,0,21,18,-17,21,23,20,7.64866833645124,7.4826255654577,8.00946278878329,6.18906465400635,0.0641,NA,NA,NA,5.11,7.539
"1995-03-15",8,-11.7,7.7,2.3,2.3,2.89146180278172,2.77731277817376,5.61934300858049,0.00394648307330489,2.3,"1995MM03",92.4,2836,565,12,0,21,15,-15,20,23,18,7.55731097780083,7.52806291336513,8.05130903423218,6.21602707410999,0.1085,NA,NA,NA,5.1,7.42
"1995-04-15",8.1,-11.4,4.6,3.4,1.6,2.87346790367485,2.74904309719608,5.57822787677646,0.00726679342956037,2.3,"1995MM04",92.4,2665,478,13,0,21,14,-15,20,23,22,7.60983739931759,7.55929890968701,8.07611125312596,6.24360367795283,0.054,NA,NA,NA,4.69,7.173
"1995-05-15",8.2,-10.2,10.7,2.4,-0.5,2.84044946180849,2.75661866441901,5.6344751323232,0.00369043451963672,2.1,"1995MM05",92.4,3177,443,15,1,24,15,-13,22,24,26,7.64966879057036,7.57455848420248,8.10753929326677,6.27927165751856,0.0697,NA,NA,NA,4.49,6.916
"1995-06-15",8.3,-7.9,10.1,1.4,1.4,2.87056942704477,2.78544838815543,5.67071483021292,0.00618745328797329,2.1,"1995MM06",92.3,3312,455,16,2,25,14,-9,23,25,27,7.64445992795977,7.52768642357192,8.1060922611519,6.30032697382473,0.0457,NA,NA,NA,4.28,6.831
"1995-07-15",8.4,-10.8,14.1,-0.4,-0.7,2.90317368117158,2.81024179726552,5.67542799656792,0.00437531952538341,1.8,"1995MM07",92.7,2805,476,16,3,25,12,-7,23,26,26,7.70639247131492,7.56008046502183,8.1499771848385,6.33160860141724,0.0402,NA,NA,NA,4.18,6.851
"1995-08-15",8.4,-6.3,10.1,0.5,-1.4,2.90225644133561,2.79816182926681,5.73230525566884,0.00756420776422026,1.5,"1995MM08",92.4,3084,506,20,11,26,19,3,23,27,26,7.71165191972007,7.54083394581887,8.15415520298791,6.33128831265284,0.0398,NA,NA,NA,4.1,6.744
"1995-09-15",8.4,-6,8,-0.8,0.4,2.93284949201603,2.82425725359389,5.7308376794527,0.00501364152684502,1.5,"1995MM09",92.5,2752,510,20,13,25,20,6,25,27,24,7.69678975460154,7.48907665777964,8.1628583504914,6.37060274534443,0.0597,NA,NA,NA,3.92,6.579
"1995-10-15",8.4,-5.9,12.5,-1,-1.3,2.82398401871156,2.73187568917379,5.74030120833572,0.00608332245828044,1.3,"1995MM10",92.3,2842,528,27,27,27,34,20,25,31,27,7.68052662271501,7.50328963067508,8.16879818758478,6.36561097195872,0.0488,NA,NA,NA,3.94,6.59
"1995-11-15",8.4,-4.2,8.1,-1.9,2.1,2.8503852322273,2.73620496012402,5.71355370613398,0.00710102947699818,1.6,"1995MM11",92.3,2953,515,33,37,30,43,31,27,34,29,7.72088305701198,7.51114187913531,8.20639261349684,6.40583983328007,0.042,NA,NA,NA,3.82,6.352
"1995-12-15",8.4,-6.8,10.8,-0.3,1.5,2.85405430621959,2.73235996280317,5.76626697256999,0.00520490086122608,1.7,"1995MM12",92.3,2802,404,34,38,32,48,28,29,34,33,7.72342532930509,7.53476265703754,8.21319203037694,6.42313330882147,0.0638,NA,NA,NA,3.66,6.092
"1996-01-15",8.3,-9,15.2,-0.7,-0.6,2.78320886065937,2.71382711411541,5.78390630316348,0.00589084483950973,1.9,"1996MM01",92.3,2656,494,35,37,34,49,24,32,34,34,7.80913539812054,7.61134771740362,8.23198806182797,6.45523004009512,0.0549,NA,NA,NA,3.28,5.867
"1996-02-15",8.3,-9.3,14.2,-1.6,-0.9,2.70384556265352,2.65747757104998,5.81642397381983,0.00681686553992398,1.8,"1996MM02",92,2752,440,36,42,33,53,30,31,35,34,7.81810034315291,7.59629187159762,8.22351990010966,6.46213981431035,0.0563,NA,NA,NA,3.1,6.214
"1996-03-15",8.2,-6.3,14,-2.9,-1.4,2.85697320306942,2.6942208750386,5.83196866627242,0.00688228919115201,2,"1996MM03",92.1,2658,477,35,41,32,52,29,30,34,32,7.81977695057179,7.62305528814644,8.21600700106613,6.4700252102867,0.0456,NA,NA,NA,3.17,6.448
"1996-04-15",8.1,-2.6,11.8,-2.7,-5.5,3.01452416694398,2.90018834601533,5.85806637253931,0.00627746615144367,2,"1996MM04",92.1,2750,437,35,41,31,53,30,30,32,30,7.82109361000693,7.67173366312734,8.24745578664074,6.4833672303924,0.0734,NA,NA,NA,2.94,6.346
"1996-05-15",8,1.1,15.6,-4.5,-4.4,3.01295029977276,2.8908841467373,5.89728574932645,0.00617325602576546,2,"1996MM05",92.3,2975,482,36,45,30,55,34,28,32,29,7.83352496686742,7.65449066515531,8.22892429317004,6.5059634089429,0.084,NA,NA,NA,2.7,6.348
