"pub_date","L2_LRHUTTTT","L1_BCCI","L1_BRCI","L1_BSCI","L1_CSCICP02","L3_XTEXVA01","L3_XTIMVA01","L1_AEX","L1_AEXVLT","inflation","Perioden","Prijsindex_5","buildpermits","faillisementen","Consumentenvertrouwen_1","EconomischKlimaat_2","Koopbereidheid_3","EconomischeSituatieLaatste12Maanden_4","EconomischeSituatieKomende12Maanden_5","FinancieleSituatieLaatste12Maanden_6","FinancieleSituatieKomende12Maanden_7","GunstigeTijdVoorGroteAankopen_8","dax","cac40","ftse","sp500","fin_stress","GAS_EU","OIL_BRENT","GOLD","Short_interest","Long_interest"
"1996-06-15",7.9,-0.6,11.8,-3.7,-2.4,2.9912168710031,2.88030969706377,5.92729502284789,0.00616676525934142,1.8,"1996MM06",92,3526,454,34,41,29,52,30,29,30,29,7.85183234650756,7.66091510637531,8.2190566610606,6.5082175763697,0.0813,NA,NA,NA,2.9,6.465
"1996-07-15",7.8,0.7,15.4,-3.4,-3.2,2.95780220697861,2.86813886904158,5.9142408793522,0.00627022291489655,2.2,"1996MM07",92.2,3176,450,34,40,31,51,29,31,31,30,7.82064021772146,7.5988503674406,8.21695257653167,6.46139006737678,0.0789,NA,NA,NA,3.08,6.41
"1996-08-15",7.7,-4,14.7,-3.3,-1.2,2.96797977110486,2.87253838138088,5.86687273757087,0.0108823192997962,1.9,"1996MM08",92.2,3054,438,32,37,30,47,26,29,30,30,7.83774770840766,7.58609333170934,8.26038946385922,6.48002920940754,0.0574,NA,NA,NA,3.01,6.242
"1996-09-15",7.6,-1.9,12.1,-1.8,-2.4,2.99126622120766,2.86296199668699,5.89626732972316,0.00838436666734361,2,"1996MM09",92.2,3371,454,31,33,30,43,24,29,30,30,7.88438447032042,7.66519097239894,8.28240711596797,6.53281455110061,0.0463,NA,NA,NA,2.81,6.102
"1996-10-15",7.5,-1,17.3,-2.8,-2.4,2.98402102363992,2.89135584321995,5.93334584871969,0.00571231820468723,2.4,"1996MM10",92.5,3145,550,30,30,30,40,20,29,29,31,7.89035792185812,7.668794725585,8.28881096659612,6.55858073591133,0.0735,NA,NA,NA,2.89,5.879
"1996-11-15",7.4,-2.5,16.7,-4.1,2,2.99491739617704,2.89913326356474,5.93114601994347,0.00674471425078449,2.3,"1996MM11",92.4,3119,455,32,32,31,41,22,30,32,32,7.95466720375448,7.74746727546401,8.30844552038576,6.62938969896788,0.054,NA,NA,NA,3.01,5.76
"1996-12-15",7.3,2.2,21.5,-2.2,-0.4,2.98045105120392,2.90993629773083,6.02182128208554,0.00620164468894819,2.5,"1996MM12",92.4,2634,446,30,29,30,38,20,29,30,31,7.96556990200071,7.74746727546401,8.3232442983813,6.60764967334769,0.1222,NA,NA,NA,3.08,5.718
"1997-01-15",7.2,0.1,18,-1.7,0.5,2.973709579821,2.93337173269863,6.04983390685721,0.0109495913568246,2.3,"1997MM01",93,2474,536,31,29,32,38,20,30,31,36,8.01885591297198,7.8306641020993,8.36072645268772,6.66716029989386,0.1538,NA,NA,NA,3.03,5.655
"1997-02-15",7.1,0.6,18.3,-1,3.9,2.99190928047499,2.93289137471481,6.09013992808723,0.00973593122959008,2.2,"1997MM02",93.2,2411,477,26,22,28,34,10,29,29,27,8.08980145384949,7.86626225177916,8.36829862840067,6.67307039108292,0.1562,NA,NA,NA,3.01,5.468
"1997-03-15",7,1.3,23.1,0.1,4.3,3.02582136786736,2.94952454397566,6.17561837670013,0.00872404453083863,2,"1997MM03",93.3,2770,437,20,13,26,28,-3,30,26,22,8.13383102696438,7.88484001164495,8.36936578801862,6.62952175490078,0.1608,NA,NA,NA,3.2,5.645
"1997-04-15",6.9,2.8,23.5,1.3,3.7,3.04687148839731,2.95321397671527,6.17280647597729,0.0155109619145987,1.8,"1997MM04",93.5,3129,470,14,-1,23,19,-20,29,22,19,8.14267138920623,7.87834478426367,8.39750834847026,6.68628535993314,0.1564,NA,NA,NA,3.2,5.794
"1997-05-15",6.8,2.4,22.2,0.8,6.5,3.04806074111848,2.97661844476265,6.20138263653667,0.0161793683996619,2.2,"1997MM05",93.5,2835,481,6,-16,21,2,-35,29,19,15,8.17828237828274,7.85705512653607,8.43843128751221,6.74321080450766,0.0805,NA,NA,NA,3.22,5.702
"1997-06-15",6.7,-3,22.1,2.2,4.1,3.05210640642027,2.95945019332082,6.23466252660591,0.00909402262762955,2.2,"1997MM06",93.5,3540,418,5,-20,21,-6,-34,29,19,15,8.23400497790462,7.95798233863351,8.43481110401868,6.78574584113656,0.1151,NA,NA,NA,3.23,5.618
"1997-07-15",6.6,0.8,21.4,2.2,4.4,3.05825888968866,2.96904015616307,6.32497958316454,0.00683758418263732,2.3,"1997MM07",93.6,3092,492,1,-26,18,-14,-37,26,17,13,8.39061358361606,8.03128778067914,8.49851992615062,6.86098856369506,0.1609,NA,NA,NA,3.25,5.488
"1997-08-15",6.5,3.9,21.3,3.8,6,3.0758952346344,2.97494493760044,6.45391186871759,0.0132617784469574,2.6,"1997MM08",93.7,2855,364,0,-27,17,-18,-35,24,17,11,8.27379336987045,7.9267830883074,8.48001040028852,6.80180566840099,0.1524,NA,NA,NA,3.42,5.604
"1997-09-15",6.4,2.6,21.8,4,4.3,3.07991904241217,3.00064023264531,6.32679188271734,0.0216723774440477,2.6,"1997MM09",93.8,3432,475,-3,-33,17,-26,-40,23,17,10,8.33204126578474,8.00913043042744,8.56487802022517,6.85359475095007,0.1101,NA,NA,NA,3.43,5.554
"1997-10-15",6.3,3.9,20.3,5.1,5.6,3.07206045334473,2.9971334267116,6.37573576930623,0.0159315535948472,2.3,"1997MM10",93.6,3478,497,-4,-35,17,-31,-39,23,18,10,8.23048661954235,7.91545771017819,8.48514505311269,6.81850867312929,0.1454,NA,NA,NA,3.58,5.568
"1997-11-15",6.2,7.1,24.5,4.9,5.2,3.08984148469096,2.99875156100001,6.30680990378751,0.0223697428531132,2.5,"1997MM11",93.8,3086,471,-3,-35,18,-25,-45,25,19,10,8.28704518558621,7.95661690805273,8.48297430760725,6.86213012650962,0.1179,NA,NA,NA,3.75,5.538
"1997-12-15",6.1,12.7,26.8,4.5,4.7,3.09417784269377,3.01955624787756,6.33183057007891,0.0152299621077181,2.3,"1997MM12",93.8,3172,429,-4,-37,19,-28,-46,27,19,11,8.34860879942988,8.00600080106627,8.54393248860586,6.87773926469115,0.0953,NA,NA,NA,3.69,5.292
"1998-01-15",5.9,9,24.8,5.7,7.5,3.10072021489475,3.02590229106875,6.37052145842746,0.0160587360863612,1.8,"1998MM01",94.9,2519,415,-1,-33,21,-30,-35,26,23,13,8.39897926456458,8.06214913900337,8.60492930572032,6.88783827502801,0.0778,NA,NA,NA,3.48,5.068
"1998-02-15",5.8,6.7,26.3,3.6,7.9,3.10217622624938,3.02092168352464,6.4198570923107,0.0115639854906237,2.2,"1998MM02",94.9,2649,423,2,-23,19,-34,-12,24,26,6,8.45401052147021,8.13795120270929,8.65995927851136,6.9559166415166,0.0638,NA,NA,NA,3.44,5.014
"1998-03-15",5.7,4.5,28.8,3.9,6.2,3.12098246656805,3.00908181221061,6.52652172332846,0.00794683657663476,2.3,"1998MM03",95,3168,538,4,-14,15,-34,5,21,26,0,8.53645645759708,8.26237837078975,8.68815045105527,7.0046551037221,0.0648,NA,NA,NA,3.45,4.94
"1998-04-15",5.6,3.6,31.4,3.5,9.5,3.1089889822117,3.01359608600053,6.56934527706821,0.0112898268319511,2.4,"1998MM04",95.2,2765,502,1,-14,10,-41,13,15,24,-8,8.56431147877818,8.26382749781411,8.68750962461015,7.01369062939081,0.0592,NA,NA,NA,3.56,4.945
"1998-05-15",5.5,3.3,27.5,4.3,6.8,3.12352458107915,3.00709345006317,6.56789384005535,0.0164667453851699,2,"1998MM05",95.2,2812,356,-4,-19,5,-46,9,9,22,-15,8.62281191585531,8.30428703667858,8.6777291894073,6.99468493673115,0.0855,NA,NA,NA,3.63,4.997
"1998-06-15",5.4,1.1,29.3,3.7,8.9,3.09869661523926,3.00691084300543,6.62982971785416,0.0176944607254922,2.2,"1998MM06",95.3,3480,439,-9,-22,0,-50,6,3,20,-24,8.67279939625285,8.34366094204554,8.67121816579825,7.03336535071358,0.0754,NA,NA,NA,3.54,4.847
"1998-07-15",5.3,4,27,3.4,7.5,3.11721833140144,3.00248460601643,6.63551691057294,0.0109747417010957,2,"1998MM07",95.1,3293,444,-15,-28,-5,-55,-2,-2,17,-31,8.67610792356094,8.33742279181169,8.67198939387571,7.02168203892944,0.0486,NA,NA,NA,3.5,4.763
"1998-08-15",5.2,3.8,29,2.7,8.8,3.09016221899451,3.00488121455295,6.65745883633572,0.010404890582546,1.7,"1998MM08",95.1,2758,326,-20,-37,-9,-62,-11,-7,15,-36,8.47871839527768,8.2335642220338,8.56586904473696,6.86409596024601,0.1803,NA,NA,NA,3.44,4.533
"1998-09-15",5.1,5,27.8,1.3,5.8,3.08912734729903,3.04010438462139,6.53393113701721,0.0195589394136671,1.7,"1998MM09",95,3698,540,-25,-44,-12,-69,-20,-9,14,-41,8.39636029475831,8.07026524317763,8.52999093036321,6.9246222384442,0.3532,NA,NA,NA,3.35,4.192
"1998-10-15",5,6,28.7,3.1,1.5,3.12001657717635,3.0014035306868,6.37453210401525,0.0277391399734628,1.9,"1998MM10",94.8,2916,364,-30,-53,-15,-77,-29,-13,11,-43,8.45339897646741,8.16704828941226,8.60124016098505,7.00185567633588,0.3229,NA,NA,NA,3.32,4.143
"1998-11-15",4.9,5.6,26.8,-0.1,-1.9,3.07249560233769,2.9890887076699,6.43357477366195,0.0294459780516393,1.7,"1998MM11",94.9,2886,378,-31,-55,-15,-81,-29,-13,9,-42,8.52240760012629,8.25410743631696,8.65589368410403,7.05929971254057,0.2079,NA,NA,NA,3.42,4.185
"1998-12-15",4.8,7.5,28.8,-1.9,0.3,3.08757624538183,3.00816675469251,6.53630284523872,0.0176972294415613,1.7,"1998MM12",94.8,3426,306,-28,-50,-14,-77,-24,-14,11,-39,8.51850629371993,8.27961087907993,8.6797541366329,7.11414322018729,0.1347,NA,NA,NA,3.33,3.953
"1999-01-15",4.7,10.2,26,-1.6,2.1,3.09290510092523,2.99968798036674,6.61411079859965,0.017247407670881,2.2,"1999MM01",95.1,2497,285,-25,-45,-11,-72,-19,-12,11,-33,8.55261632577097,8.35509765580403,8.68202943386917,7.15433407880278,0.1349,NA,NA,NA,3.1321,3.801
"1999-02-15",4.6,12.4,26.2,-2.2,0.2,3.08752092439552,3.0197678415074,6.6018505069614,0.0262467239796557,2.1,"1999MM02",95.1,2572,327,-29,-55,-12,-79,-30,-14,7,-31,8.49779831302317,8.31701880279569,8.72828037151156,7.12151894120252,0.0939,NA,NA,NA,3.0934,3.932
"1999-03-15",4.6,13.6,26.6,-2,-0.5,3.08811740556894,3.00882989358272,6.60442554920623,0.0117351875115716,2.2,"1999MM03",95.2,3215,390,-32,-59,-14,-83,-36,-17,4,-30,8.48987749564927,8.34233488706031,8.7475585711883,7.15957957346144,0.0707,NA,NA,NA,3.0467,4.139
"1999-04-15",4.5,13.4,29.6,-2.8,-1.9,3.09950606390073,3.03661516587392,6.59729619837634,0.0125856427575949,2.2,"1999MM04",95.5,2941,342,-34,-62,-16,-84,-40,-18,3,-33,8.58680132924136,8.39057501262415,8.78755617990624,7.19682143343357,0.1335,NA,NA,NA,2.6965,3.995
"1999-05-15",4.4,7.5,30.8,-2,0.3,3.07699678280608,3.03316497491966,6.66103905991224,0.00925600486516961,2.3,"1999MM05",95.5,3023,263,-35,-61,-18,-82,-39,-19,2,-36,8.53081792061978,8.37822764080695,8.73652150520874,7.17153390109745,0.0816,NA,NA,NA,2.579,4.193
"1999-06-15",4.4,15.9,31.2,-2.8,-0.3,3.10842317457265,3.06105557678422,6.62624679205141,0.00906916070496503,2.3,"1999MM06",95.5,3318,364,-34,-56,-19,-81,-32,-22,3,-37,8.59016852609252,8.41993528588505,8.75123711719874,7.22454213868754,0.1513,NA,NA,NA,2.6267,4.513
"1999-07-15",4.3,13.2,32.5,-2.3,1.1,3.10332123082092,3.03192887351414,6.64285430237703,0.00709534639643616,2.1,"1999MM07",95.7,3082,281,-34,-54,-20,-81,-28,-24,2,-38,8.53736244110606,8.38527422590357,8.73743652553837,7.1919713297418,0.1066,NA,NA,NA,2.6765,4.821
"1999-08-15",4.3,15.6,31.9,-2.1,0.9,3.12396926830967,3.08001132766645,6.62883116642668,0.0118839902665885,2.6,"1999MM08",95.7,3058,273,-36,-57,-22,-83,-31,-24,-1,-40,8.56993174471381,8.43146540082246,8.73976056114471,7.18569759929861,0.1262,NA,NA,NA,2.695,5.03
"1999-09-15",4.2,12.7,33.1,-3,2.7,3.13621324497384,3.07032696266505,6.65830213326944,0.0131780413146103,2.2,"1999MM09",95.8,3130,346,-33,-50,-22,-81,-20,-26,0,-40,8.54671899855034,8.43194460641363,8.70446908928412,7.15673027587751,0.1384,NA,NA,NA,2.7267,5.215
"1999-10-15",4.2,16.2,26.4,-1.8,4.5,3.14508871765457,3.0907748914986,6.60997724628422,0.0114430111099745,2.1,"1999MM10",96,2896,308,-33,-48,-23,-82,-15,-26,-2,-40,8.6171109042191,8.49466535798476,8.74124835833265,7.21739211248606,0.1163,NA,NA,NA,3.3757,5.449
"1999-11-15",4.1,16.9,33.3,2.6,8.3,3.13326633090502,3.07145983502424,6.65182303310497,0.0128417876714388,2.2,"1999MM11",96.1,3344,332,-32,-47,-22,-81,-14,-25,-2,-38,8.68203622472128,8.58328427863661,8.79440062517936,7.23627457044766,0.1466,NA,NA,NA,3.4677,5.178
"1999-12-15",4.1,16.4,29.9,3.1,5.9,3.17713877766857,3.13092979097156,6.70222114970055,0.00863799113366174,2.2,"1999MM12",96.8,3492,329,-27,-38,-20,-73,-2,-26,-1,-34,8.84766749592298,8.69254381159083,8.84364397997918,7.29250734549276,0.1572,NA,NA,NA,3.446,5.276
"2000-01-15",4,17.8,27.1,2.4,8,3.18534396310532,3.12435385316563,6.81454736547864,0.00719424144799167,2,"2000MM01",98.4,2622,310,-25,-33,-19,-69,2,-24,0,-33,8.82989954310946,8.64114561215357,8.74329237055608,7.24026249452734,0.1171,NA,NA,NA,3.3431,5.666
"2000-02-15",4,17.3,28.9,2.7,9,3.21261964936665,3.14591682572025,6.72455774379767,0.018079258426796,2,"2000MM02",98.5,2996,345,-27,-37,-20,-75,0,-24,-3,-32,8.94174822912105,8.73084543620709,8.73754887586341,7.21994949209044,0.1317,NA,NA,NA,3.5368,5.655
"2000-03-15",3.9,17.4,27,2.8,8.5,3.2226515913455,3.15734679148119,6.79980884012247,0.0135937720978184,1.9,"2000MM03",98.6,3330,365,-20,-23,-17,-61,15,-23,1,-31,8.93582327792303,8.74608814048871,8.78572305488679,7.31227324272712,0.1093,NA,NA,NA,3.747,5.479
"2000-04-15",3.9,17.3,29,4.2,9.4,3.22797098000472,3.16345653050579,6.78792923898082,0.0142072678258893,2.1,"2000MM04",99.4,2842,306,-19,-20,-19,-54,15,-23,1,-34,8.91121712161215,8.76712981551629,8.7526446728305,7.28099333177372,0.1518,NA,NA,NA,3.9253,5.381
"2000-05-15",3.8,19.2,29.2,4.8,9.6,3.2736608538867,3.21107248487711,6.7849482776424,0.0151394096613506,2.4,"2000MM05",99.4,3190,379,-20,-21,-19,-54,12,-24,2,-34,8.86921109724706,8.7681479630729,8.75768929690506,7.25883457937797,0.1327,NA,NA,NA,4.362,5.501
"2000-06-15",3.8,16.5,28.4,5.1,7.9,3.28873268589822,3.22095242427428,6.7728137445381,0.00991291445481889,2.7,"2000MM06",99.4,3167,336,-22,-26,-19,-57,4,-23,1,-36,8.83901723098659,8.7712988377988,8.75031878718965,7.2824862109364,0.0883,NA,NA,NA,4.5017,5.309
"2000-07-15",3.7,18.5,25.9,4.8,9.4,3.30931139412802,3.2392813466001,6.79894904478066,0.0104121096535189,2.8,"2000MM07",100.7,2944,356,-22,-26,-19,-55,3,-22,2,-37,8.88049792602443,8.78607314170162,8.75861661195412,7.26600994374292,0.0772,NA,NA,NA,4.5829,5.401
"2000-08-15",3.7,20.5,26.7,6.1,7,3.32829792913718,3.24403259615977,6.79557857203367,0.00698022228021641,2.5,"2000MM08",100.7,3142,452,-18,-20,-17,-49,10,-21,3,-35,8.88411844823873,8.79866903329854,8.80577988387281,7.32493816743445,0.0897,NA,NA,NA,4.7771,5.361
"2000-09-15",3.6,22.6,26.3,4.8,7.6,3.31578600501386,3.27269861021529,6.82261167760893,0.00605482154856536,2.9,"2000MM09",101,2909,354,-16,-16,-17,-47,15,-21,5,-33,8.82440139956156,8.74299399039866,8.74738388444493,7.2699718465577,0.0595,NA,NA,NA,4.8528,5.414
"2000-10-15",3.6,22.4,29.2,4.1,7,3.33751289929708,3.25911479996733,6.76910865072031,0.00677071422736163,3.1,"2000MM10",101.4,2836,440,-17,-17,-17,-45,12,-24,5,-32,8.86466753104401,8.76368760187456,8.77003532585753,7.26501007186582,0.0577,NA,NA,NA,5.0413,5.348
"2000-11-15",3.5,18.3,28.4,5.5,8.7,3.37903475278523,3.25400535606338,6.79577513222777,0.0111578350282539,3,"2000MM11",101.4,2742,495,-20,-21,-19,-48,6,-24,1,-33,8.75972047100657,8.68745567531923,8.72293829495224,7.18155388394222,0.0439,NA,NA,NA,5.092,5.296
"2000-12-15",3.4,21.8,26,5.4,7.9,3.36128335457226,3.3045523639087,6.74983980210081,0.0118025805429475,2.9,"2000MM12",101.4,2690,360,-21,-24,-20,-49,1,-25,-1,-33,8.7692910691871,8.68717558657473,8.73592703424175,7.18559913648791,0.1091,NA,NA,NA,4.9392,5.029
"2001-01-15",3.4,27.1,24.3,5,7.3,3.37871407574833,3.31840011002606,6.73663169425921,0.0127602982643823,4.2,"2001MM01",104.3,3285,447,-25,-29,-21,-52,-7,-26,-5,-34,8.82396294991931,8.69926308887997,8.74790800822677,7.21964936789717,0.0928,NA,NA,NA,4.7707,4.93
"2001-02-15",3.3,21.1,25.7,3.9,4.3,3.38653694354634,3.33510493040289,6.73180312055198,0.00819509218729406,4.5,"2001MM02",104.6,3118,451,-24,-29,-20,-53,-6,-26,-4,-30,8.73363275860144,8.58811379989037,8.68573691871501,7.1228182230763,0.0699,NA,NA,NA,4.7558,4.916
"2001-03-15",3.2,18.5,25.1,2.2,2.6,3.40862413619011,3.35899858434863,6.65409426262654,0.00831155215987112,4.6,"2001MM03",104.5,3172,453,-19,-19,-19,-45,8,-27,-2,-29,8.6707637364264,8.55264724170871,8.63652173355087,7.05645968852837,0.1685,NA,NA,NA,4.7086,4.826
"2001-04-15",3.2,15.9,21.4,1.3,0.5,3.37534293159908,3.3067124411258,6.57731884425905,0.017807343858205,4.9,"2001MM04",104.7,2700,427,-15,-9,-20,-35,17,-30,-1,-29,8.74265561462764,8.63764462550653,8.69399956752208,7.13046670569396,0.1426,NA,NA,NA,4.682,5.016
"2001-05-15",3.2,15.7,19.4,-0.5,-1.2,3.35115676075715,3.27268375174599,6.63214223811884,0.0144440544952982,4.9,"2001MM05",104.7,3211,544,-11,1,-19,-26,29,-31,2,-29,8.71984987520651,8.60413938879839,8.66495784309813,7.13554398188646,0.1557,NA,NA,NA,4.6367,5.221
"2001-06-15",3.1,16,23,-1.4,-0.4,3.34908639434275,3.25924922457635,6.61534204240824,0.0113099369394383,4.5,"2001MM06",104.8,3057,440,-14,-4,-20,-28,20,-31,0,-29,8.70919769728043,8.56127324766066,8.63808250869169,7.11018987639464,0.1229,NA,NA,NA,4.4536,5.17
"2001-07-15",3.1,13.1,23.7,-1.7,-4.8,3.3257705527554,3.22877926653382,6.59906611488293,0.0105903651310245,4.6,"2001MM07",104.9,3253,540,-20,-17,-23,-39,5,-29,-4,-34,8.67610792356094,8.53415055242562,8.61778035028985,7.09939163507561,0.0781,NA,NA,NA,4.4671,5.172
"2001-08-15",3.1,12.2,26.3,-4.2,-4.2,3.32304619515566,3.21687356655162,6.55630609562471,0.0101684878511226,4.7,"2001MM08",105,2581,520,-22,-22,-22,-46,2,-27,-3,-35,8.55413629779126,8.453047093324,8.58391682345914,7.03313600654644,0.0906,NA,NA,NA,4.3535,4.979
"2001-09-15",3.1,6.5,25.1,-3.7,-5.6,3.360850153835,3.25311948730916,6.50579112621129,0.00945044995047268,4.7,"2001MM09",105.1,2832,462,-25,-27,-23,-51,-4,-27,-6,-36,8.36826383386403,8.31361204737122,8.49768410111198,6.94787937377702,0.1343,NA,NA,NA,3.9829,4.979
"2001-10-15",3.1,5.4,26.4,-4.9,-4.8,3.30056572411412,3.22068490818735,6.35062598443579,0.0351037691789645,4.3,"2001MM10",105.1,3164,589,-26,-29,-24,-53,-4,-28,-8,-37,8.42488706916933,8.37592682693542,8.52510187423906,6.96581664603971,0.0606,NA,NA,NA,3.5999,4.765
"2001-11-15",3.1,7.3,22.1,-8.5,-8,3.29514102610463,3.1886918623895,6.36576902324642,0.0238807164318395,4.2,"2001MM11",105.1,2471,530,-22,-19,-23,-43,4,-25,-7,-37,8.51517318377386,8.40649848734894,8.55710599149446,7.03830092597642,0.0746,NA,NA,NA,3.3857,4.62
"2001-12-15",3.1,4.9,25.7,-8.3,-6,3.27544057240299,3.16692732740739,6.43492920104962,0.0167835442391219,4.4,"2001MM12",105.4,2216,431,-15,-8,-20,-30,14,-21,-5,-35,8.54871125712466,8.43914085187856,8.55975445378289,7.04584622258545,0.0479,NA,NA,NA,3.3449,4.89
"2002-01-15",3.1,4.9,24.2,-7.8,-3.7,3.26622705757207,3.14452796778034,6.46620727799169,0.0145603347648246,4,"2002MM01",106.9,1977,602,-10,2,-18,-18,22,-19,-2,-32,8.5384868365926,8.40332326587316,8.54962162081949,7.03014984399266,0.1172,NA,NA,NA,3.3388,4.969
"2002-02-15",3.2,4.3,25.4,-7.2,1.7,3.2509578009729,3.14261890011032,6.447370146329,0.0121868668978556,3.8,"2002MM02",107,2043,520,-7,6,-16,-12,24,-16,-1,-30,8.52497882019949,8.40357427641267,8.53719187792293,7.00916498287287,0.0871,NA,NA,NA,3.3571,5.025
"2002-03-15",3.2,4.7,26.7,-4.8,0.5,3.2881660763181,3.14979594105807,6.42989730395612,0.0113233951741557,3.6,"2002MM03",107.1,2219,506,-6,7,-15,-11,26,-17,1,-29,8.59365226195657,8.45276560172555,8.57012710214713,7.04524508954008,0.0567,NA,NA,NA,3.3908,5.272
"2002-04-15",3.3,2.6,24.6,-5,0.7,3.26124582695545,3.17839495801435,6.49182200850274,0.00824290554181996,3.6,"2002MM04",107.3,2364,486,-3,13,-13,-6,32,-17,4,-26,8.5253994666446,8.40351825858848,8.54977656021737,6.9818604347954,0.0635,NA,NA,NA,3.4069,5.25
"2002-05-15",3.4,0.8,23,-5.2,-2.3,3.28026284973216,3.18174329455871,6.44887374726567,0.00966953832822183,3.3,"2002MM05",107.4,2400,532,1,19,-11,0,38,-17,6,-23,8.48017640726625,8.36045519934812,8.53406999317707,6.97273746541861,0.06,NA,NA,NA,3.4671,5.306
"2002-06-15",3.4,-1.1,20.1,-5.2,-3.6,3.28202086438373,3.17648466642124,6.39492979886911,0.0100237777123592,3.4,"2002MM06",107.3,2624,535,4,24,-9,7,40,-16,8,-19,8.38538832097987,8.26821631208063,8.44599787540161,6.89752311581543,0.1385,NA,NA,NA,3.464,5.162
"2002-07-15",3.5,-4.7,16.8,-5.3,-5.3,3.25673590944865,3.18740429217493,6.30105308234884,0.0243819665352103,3.4,"2002MM07",107.5,2404,672,11,34,-5,21,48,-13,13,-15,8.2161259068365,8.13604400534971,8.3537797903068,6.8152232312218,0.1469,NA,NA,NA,3.41,4.993
"2002-08-15",3.6,-10,14,-7,-6.6,3.27547385763436,3.156832129416,6.11244308973962,0.0392598007418003,3.3,"2002MM08",107.4,2344,493,12,34,-3,24,44,-12,13,-10,8.21957927871634,8.12154274981073,8.34931872416651,6.82009278896357,0.1526,NA,NA,NA,3.3519,4.711
"2002-09-15",3.7,-12.2,9.4,-3.8,-8.4,3.29201796010238,3.18232759448607,6.1308605616637,0.0339880240741177,3.3,"2002MM09",107.5,2320,575,11,32,-2,24,40,-12,12,-7,7.92625236782144,7.92928850190949,8.22196271432662,6.70353164845518,0.3002,NA,NA,NA,3.3101,4.497
"2002-10-15",3.8,-13.6,11.9,-5.6,-10.8,3.28040043450999,3.15051775132227,5.89381352218277,0.0319487535214835,3.2,"2002MM10",107.5,2889,703,13,33,0,27,39,-10,13,-4,8.05606211575709,8.05517044253255,8.30392569868517,6.78644604457433,0.2493,NA,NA,NA,3.2613,4.58
